actor_id,actor_login,following
150238,tonytw1,"1141847,4738881,3504765,6233179,115115,9439,952668,2032848,44164,3207336,1670585,1219039,941769,434412,232419,189383,185041,145254,136342,111891,107960,83807,76709,71029,68329,62836,62726,52038,51444,34966,13798,9599"
150594,galonsky,"5274,55969,67252,234589,292594,350938,366193,501094,672494,676184,676185,676208,1644317"
150595,Light-Wizzard,5521248
150598,timwienk,"2708,4117,7131,8599,11734,11849,13230,13352,19396,21274,27246,28530,63054,63648,87300,109243,183354,262641"
150614,ejdyksen,"692,769,967,6766,11988,61876,79303,93520,95705,137869,150973,174744,243033,321917,650877,1316022,5851610"
150632,smellsblue,"1018734,29276043"
150637,bikash,"76114,93533,113593,127518,143893,151929,164491,167803,169724,176880,179759,220472,228704,341956,421857,434651,440621,449558,474032,540359,582878,593955,605416,605575,627951,634995,647617,648508,654855,703859,822522,825962,829644,832185,912546,987305,994718,1002578,1074683,1075118,1099214,1108612,1167202,1200956,1202905,1289856,1458824,1747382,1757241,1871047,1916107,2145718,2376641,2456216,2563186,2577440,2715382,2976822,3129093,3236827,3417286,3676264,3760778,4011271,4073698,4131870,4306070,4631121,4718827,4871644,4906780,4977197,4980763,5071795,5330134,5741500,5877145,5948390,5968289,6081895,6154482,6169538,6183674,6343328,6392471,6604512,6733376,6854735,6892725,6971790,7158671,7489752,7502466,7591857,8030475,8220104,8235226,8525934,8794125,8890151,8954217,9209555,10279806,10572261,10966058,12036513,12852502,13312352,13486617,13499577,14346070,14879006,15091994,16299511,16780537,16803510,22402940,22790786,26109316,28558652,36522609,36694335"
150643,chemoelectric,"25366,93914,128226,212145,214002,343265,504876,621783,625803,710829,734614,1235230,1596539,3486185,22179659"
150648,southwolf,"1,4,26,91,137,161,404,951,1090,1391,1589,1624,2112,2187,2257,2268,2503,2567,2723,2741,2902,2911,3124,3624,3835,3846,4196,4515,4717,5401,5476,5518,5636,5958,5960,6843,6850,6937,7317,8126,8161,8434,8990,9004,9409,9663,10111,10141,10236,10652,12306,12567,12960,13315,13972,14386,16457,18184,18908,19570,19592,19613,20137,21326,21373,21946,22282,22494,22497,22824,24607,27570,27893,27926,28118,28702,28955,29096,30030,30442,30733,31945,33111,33785,33820,34460,34783,35128,37242,37304,38530,39191,39278,40541,40902,42070,42791,45707,49038,49931,51388,52743,53024,54125,55448,56241,59744,59909,61531,63635,63648,63877,64669,64874,65446,65468,65632,67439,68232,70271,70872,71397,72467,73438,80008,80474,83296,83515,84912,85349,85480,86579,94995,96356,96483,99732,101314,101659,101795,103003,104052,104797,104815,107834,108237,108285,110792,118015,118602,119364,119823,121051,122956,129800,131752,142010,149630,150021,152970,153183,153513,158528,159411,161756,165401,167740,168706,170179,171016,171243,172423,173412,173622,174661,174662,175095,176810,178777,184091,184323,186829,196212,196279,197653,199156,201597,201907,204354,208966,211127,212118,212252,222691,226552,228910,230646,232993,233907,260390,271395,278153,280810,284475,288207,291258,297228,297343,297420,303135,311344,319383,323794,325950,325951,326106,330368,333508,333781,335541,339945,340446,342945,343491,348915,350427,359526,365101,369081,375315,375777,376881,377720,377983,378220,384690,389871,394382,396124,397755,398457,404678,405129,405587,411393,418638,424590,436680,442265,444876,453927,454805,457349,457393,460079,465125,465305,467418,470917,471249,471881,472311,475627,484065,486241,489344,490685,491875,496179,496713,499550,506137,506216,509342,525658,526453,530257,530873,536854,540892,541185,543973,546659,557294,566285,582021,587807,589423,593231,595524,596443,596538,607967,610094,612381,613320,623699,624598,631756,634138,635114,635902,637558,637919,639601,646327,646843,652070,658840,659178,659604,660267,661444,663798,665253,670544,678248,691020,697434,698010,699362,699636,711987,722853,726075,726774,729648,731796,741755,744212,745063,758427,766878,770012,773853,775934,778284,778575,792850,794283,794632,795488,798686,799578,802884,809410,811036,814961,838964,839283,841395,851092,854520,857880,860739,861563,865969,866673,876920,885569,885966,905434,907824,920838,929413,931691,936637,947974,949427,951769,954026,963906,968025,970828,980587,988825,990485,1000669,1000778,1001890,1005452,1006477,1007647,1013388,1014118,1024162,1041792,1045394,1046139,1050163,1050213,1052188,1056441,1073082,1081266,1082488,1086815,1104018,1111035,1119432,1123322,1124859,1131536,1132575,1140383,1143191,1144374,1146589,1154966,1154978,1159760,1162160,1163840,1172406,1175567,1177147,1177920,1179601,1182562,1190554,1206493,1207465,1207959,1219399,1219655,1219809,1220443,1221786,1230025,1235106,1261670,1269537,1270494,1270875,1270921,1272675,1276961,1277096,1280719,1284609,1290013,1292135,1308397,1308597,1310693,1317792,1323588,1323768,1324791,1351536,1351884,1359996,1366308,1382065,1390888,1396853,1398729,1404532,1411396,1415488,1429315,1432176,1432529,1433120,1433247,1436271,1438064,1438757,1440396,1445635,1450727,1461065,1463770,1471330,1472352,1475030,1475219,1479479,1488756,1499214,1510906,1516722,1522415,1525072,1527879,1530571,1532625,1532902,1539718,1551736,1554757,1567518,1573299,1582621,1584904,1585439,1585718,1586340,1593112,1611552,1621293,1624665,1624785,1625608,1633038,1638682,1648076,1655223,1657159,1658618,1659008,1661588,1667474,1667797,1673525,1678560,1681147,1687564,1689766,1694083,1694368,1701009,1702133,1702340,1720962,1725737,1726061,1740442,1748597,1753142,1754054,1762599,1767848,1782542,1791748,1792130,1797118,1804755,1825485,1825849,1830640,1841581,1843695,1845040,1846464,1853780,1860329,1905080,1905176,1912583,1914942,1928227,1946663,1953151,1965489,1968507,1975118,1979931,1981770,1982716,1984063,2001277,2004801,2024637,2032101,2050207,2058167,2146303,2173185,2207415,2211002,2231765,2238118,2240638,2262490,2269238,2282403,2282880,2291337,2303500,2306597,2328105,2333434,2338189,2345536,2350557,2363295,2385708,2402651,2425141,2444825,2446612,2477169,2493617,2493622,2507027,2512197,2536324,2542160,2545261,2556055,2558863,2568208,2619055,2633925,2658040,2692940,2697591,2698003,2707039,2708344,2733465,2747614,2748168,2769466,2771750,2772665,2827251,2836852,2841254,2851928,2891114,2900644,2939405,2942913,2946214,2946462,2993310,3017481,3039298,3040305,3050913,3056030,3064613,3076393,3096131,3105373,3109208,3114629,3138447,3162115,3168488,3182036,3190416,3191573,3198439,3230939,3232651,3240259,3250552,3258874,3289386,3292790,3297009,3315086,3328185,3351575,3353761,3358854,3361407,3369091,3387214,3395610,3395612,3406668,3423412,3449692,3463691,3467833,3481148,3488126,3526141,3604053,3611778,3632932,3647405,3668212,3676078,3678212,3690806,3693121,3725514,3739161,3755998,3775525,3829027,3829546,3832986,3842238,3851927,3859823,3872209,3888062,3895924,3954023,3958386,3964419,3983093,3984347,4006394,4032761,4044033,4069826,4069972,4105580,4152372,4199229,4216141,4228268,4231376,4280575,4322417,4331071,4349050,4384971,4409496,4416142,4423821,4429174,4449645,4470516,4515466,4519811,4530539,4533657,4550173,4560416,4580239,4654769,4654778,4757408,4760185,4794297,4797479,4827986,4926529,4939404,4950732,4958168,4959203,4963058,4986196,5001598,5005822,5035625,5035724,5086224,5100735,5119542,5148245,5153233,5157680,5165454,5167659,5176425,5262037,5275647,5276065,5282894,5283350,5304115,5317064,5327840,5354479,5358642,5362640,5378924,5390765,5399861,5422476,5436425,5449021,5452312,5458997,5462191,5462232,5482025,5484841,5508178,5516323,5516758,5532011,5560025,5562497,5591805,5625783,5646693,5647292,5653532,5662235,5684263,5696242,5738686,5745316,5789813,5801867,5837277,5856466,5877145,5928203,5938782,5944184,5979534,6011686,6021537,6038336,6056865,6065007,6136467,6178510,6184536,6203509,6214084,6219031,6243910,6261877,6280295,6281704,6317521,6334158,6355587,6356121,6406279,6435624,6444116,6477701,6501930,6508763,6623504,6678765,6687437,6693854,6730217,6754458,6763318,6788752,6882971,6918400,6964737,6971109,6971469,7009926,7014009,7065428,7077026,7098001,7144854,7168329,7202634,7251140,7262715,7302292,7303772,7332279,7337763,7346661,7357679,7362092,7371117,7440044,7452680,7554418,7566245,7576712,7625588,7664757,7682104,7685609,7699062,7709725,7711386,7722279,7801925,7803472,7824389,7830161,7880675,7929704,8000987,8017297,8019167,8023639,8024220,8087042,8092534,8121621,8189182,8198408,8225648,8246502,8266075,8287771,8296040,8299540,8414104,8436963,8443758,8444740,8491185,8509126,8563080,8587410,8605102,8605565,8662695,8784780,8851881,8871124,8898435,9003737,9050713,9131176,9153294,9337319,9393628,9402086,9442081,9444292,9497620,9562532,9616802,9639940,9654838,9865150,9876984,9880034,9926207,9927373,9970082,9990159,9990676,10040765,10083142,10183753,10212162,10231048,10241894,10278693,10279583,10282484,10340018,10428809,10458903,10511729,10512422,10570123,10582835,10583082,10609073,10633817,10825609,10831656,10844345,10898891,11082368,11154604,11185537,11226643,11247099,11252807,11305290,11368523,11408422,11440779,11485990,11503615,11537323,11567269,11588555,11641987,11642748,11692575,11730636,11767189,11794321,11798880,11960635,12005455,12154939,12163055,12228225,12231437,12568202,12572518,12619420,12666505,12670537,12691638,12772521,12878609,12946747,13119970,13142418,13160176,13320708,13485967,13610128,13882609,13916037,14037268,14096508,14146921,14155719,14172408,14251570,14972920,14983682,15005719,15052280,15058930,15059493,15152540,15166277,15193547,15345419,15651083,15657488,15792886,15818687,15843379,15867447,15871975,15976103,16065453,16145783,16227466,16310463,16398479,16443503,16489082,16500837,16667537,16779224,16814741,16832277,16871293,16969167,16984932,17020313,17149511,17490084,17606112,17646957,17705917,17767269,17892801,17972943,18065377,18114764,18130056,18246768,18391791,18453286,18480287,18550072,18553409,18556593,18641121,18723023,19134782,19182947,19236594,19254763,19381367,19412465,19562256,19708877,19709784,19908330,19969189,20024532,20043135,20071273,20126265,20145222,20393455,20452619,20485191,20551083,20595247,20612018,20622598,20951666,20992849,21058462,22119285,22359420,22406288,22695882,22773961,22901983,22915694,22933931,22966117,23089063,23147684,23521459,23549358,23689985,24428128,24466428,24520193,24536920,24697284,24879322,26034217,26114425,26276947,26559128,27568089,28510687,28805052,29424893,29451823,29807546,29879298,30213091,30503034,31687149,31877405,32063511,32384438,32831059,33112372,33678349,34613827,35330156,35435343,35763237,36806235,39615236,39759459,40659622,41668200,42276597,42293537,44396169,44455318,44456375,45101275,45227541,45767235,46453617,48634525,50960678,52037127,53512912,53798269,60566415,62976223,75348324,75855810,79246165,81270890,86335209"
150649,hkarim,795990
150650,ragiragi,"44198,253638,282008,347042,594524,810438,955846,1013591,1118551,1140243,1366704,2045130,2667858"
150661,notice,*
150663,jlebar,"140420,345613,526795,1157432,1940286,8790192"
150670,dogweather,"25,75,1860,6371,11791,13933,17277,22061,38808,40438,47005,49391,51007,77431,85250,149436,216386,284987,401605,445875,448012,462947,482212,498789,503884,679761,744056,798548,816659,889427,901091,1052016,1052806,1060720,1073949,1495450,1568356,2075772,3306074,4694635,5509102,5515155,6040237,6125123,6131272,6742552,7969650,8704906,9305640,11258760,12725606,13016741,13023100,13108534,13123747,13806775,13911785,14152574,15038190,15133936,16467649,16478829,16823841,19286215,22758807,41213528,47009479,57189039,61772102,63878662,74024715,83761812"
150681,mwoollard,*
150686,themech,*
150688,simonwllmnn,
150697,elizaday,"81672,124718,175385,554078,909246,1606575,3029212,4594779,7267146,34988513,88177839"
150700,kinotus,"3664139,6127282"
150715,degborta,"8148,73742,84680,108218,114637,146139,5930361,9276667,16297764"
150716,root1984,"1310570,2429547,4343641,4447702,10478219"
150717,DamianFekete,"4303,13220,16725,25254,53644,143473,184091,446305,513413,631446,695669,873464,890439,1048229,1056142,1452026,1761408,1988601,2176591,2349496,2479967,3856546,3949029,5550543,5618407,5713732,5954907,6490144,7227778,8067797,10212863,11080480,12060735,12082227,22743521,37209505,59548320"
150718,geminorum,"2,80,3202,4200,9906,19275,22033,36432,37169,45714,54884,55574,56865,72931,88951,90293,102497,142891,147401,174688,177011,195379,197648,213312,218144,222198,225715,229207,297210,317322,353790,359286,438573,505921,511428,512197,537253,559002,563690,632170,635441,685131,737584,751944,758431,768052,833473,875962,895678,898608,906334,935397,949491,973269,977355,991251,1054228,1153498,1203110,1277682,1296790,1397846,1416085,1498074,1641461,1774578,1816309,1834071,1847191,1955729,2059754,2060659,2202483,2307365,2582036,2689829,2821801,2829600,3070333,3078072,3116038,3188861,3691463,5185228,5187816,5802107,5889106,6104558,6107796,6291970,6356030,6416707,6499685,6666981,6941871,7101287,7496103,7989231,14288838,14938202,25493297,25540171,31049169,33499600,47592258,58807056,58827166"
150719,arialdomartini,"369,564,1062,4365,5636,6589,8417,10572,16240,17243,23920,29770,31095,33912,38066,44565,49930,50211,51404,55331,68474,70225,71768,79405,103446,110142,115199,140797,146691,156068,159967,186468,201923,209329,218105,220403,220706,235706,237487,241195,242165,265785,266726,274233,287816,309334,320177,361209,372781,378590,420735,450934,456276,459996,461579,464720,502777,529369,554281,565991,569014,574659,578547,601365,605760,628923,631528,631731,636391,648372,691940,734476,795990,810748,849431,878912,886198,923418,971113,1054125,1087567,1101362,1116321,1135762,1183744,1193298,1194228,1244817,1370070,1374489,1380384,1382553,1404099,1433066,1448905,1451907,1533939,1596070,1643514,1691662,1743100,1776889,1900441,1962818,2021470,2118813,2208382,2209740,2335377,2460918,2478638,2590102,2937359,2974412,3083633,3251364,3428837,3492584,3530521,3621028,3822393,3935754,4041902,4151857,4209276,4317919,4352755,4402521,5005566,5012712,5172190,5195712,5235776,5382443,5388919,5461486,5624280,6079353,6294464,6388973,6455544,6633310,6834024,6918765,7130726,7358590,7442954,7682389,7891115,8199968,8275461,8316698,8679253,8687823,9352187,9500511,9898438,10274404,10399237,10627661,11332444,11534587,11931318,13058701,13062967,13182074,13198583,13241564,13412639,13686387,14773967,16406477,16508283,17215107,19627413,26800291,28822650,29902113,32128756,32732185,33334607,36841817,42054573,47246263,47472672,48568026,56557525"
150720,phils,"1737686,2737648,2860965,5247783"
150721,ftaiolivista,"3925,67817,124075,146989,1433767,1916208,2652413,4375473,7309170,14910912,15013925,37932944"
150730,andruu,"13685,15000,16571,18288,20046,20675,20723,23321,24086,24568,27786,29715,30496,33387,36622,37190,37621,46677,57013,65675,67381,91244,110014,142658,143744,245054,418678,438456,447771,499550,522344,552829,594614,603921,660654,665789,713395,884730,973269,977348,996638,1116547,1291615,1329503,3346655,3670578,6279134,11247099"
150731,huglester,"32509,341561,519575,582971,731651"
150751,kdridi,"59251,851579,1286033,7603665,10077755"
150757,ngonkalves,"26635,36277,102707,103772,113947,489470,1024025,2266642,12997676"
150761,evdenis,"22149206,10425763,13984268,5854752,999212,12023585,2259237,48198778,16681975,9650718,65244445,1049830,2353331,25719510,49599193,2985099,24264685,11474121,2858716,5458997,749942,4472273,499370,718765,792248,3845810,13505090,12588149,10212863,434827,686582,1186777,988849,4728881,18618040,1425999,3492361,2151557,1299964,5930429,7020805,711192,245005,255926,1429315,5433111,9654772,1333595,47369,554131,1517837,931523,183517,1915254,18054589,1911760,350818,2316541,452547,2575074,321557,735291,28690427,3769657,2130732,14778333,1150330,5006221,63495,800352,44281,3596158,23228861,1749762,22813793,2410956,1143690,20372407,39795603,25906835,2230894,817330,2104011,5321152,7376012,285292,16303309,22869112,1668230,5491770,624823,2602116,1265000,3409102,24173,1419667,144776,1110841,9316527,72895,1095328,1789297,4965052,1151557,842570,1965247,775307,5022313,12904366,157688,32311550,4588805,3425805,20656851,1488818,246651,47263,14953,1024025,41567"
150764,asbjorn,"1577,6292,8811,38294,48950,58063,66577,75431,81577,92707,110866,116013,119893,124421,145203,146378,170270,174496,189739,193333,272215,412789,467804,471372,566364,618875,632466,734614,836692,900174,920028,1024025,1059719,1062970,1123322,1131968,1190419,1196624,1205126,1233696,1248740,1286339,1442452,1453781,1592894,1729935,1829927,1906744,1951866,1970862,2030983,2237452,2265232,3576549,3600521,3924105,4415653,4808844,5341995,5776922,5781858,6604151,7082679,8440269,14262404,14269751,14288697,17569537,20060808,22211377,26548266,31705349,41069076,54716352"
150767,philipnorton42,"10507,33032,37407,39541,70727,104929,108052,124229,158008,172607,191565,192593,193704,242104,260385,267766,326427,330479,408490,437990,485440,739061,807248,840109,1226123,1227684,1243005,1575768,1665422,1744957,1893912,3996934,4610533,4707277,4980126,5257374,5589906,6438292,6850032,6885065,7291491,7656875,32107652,35773406"
150774,ramangopalan,"857213,10352947"
150785,schneck,"67554,99594,467063"
150790,trinoid,*
150791,amandabee,"76,2179,17936,50756,58982,83806,751637,1566273,2335575"
150792,atanasov,"27926,451061,457834,944727,946903,1179057,1353438,1467904,4323180,4921183,5368448,7305131,8784712,14019524,20888124"
150817,jfox015,"404,1615,25254,27381,39191,49757,51931,59797,67381,73359,90888,141504,149921,156823,157128,173412,197322,230541,234160,368330,415666,586280,638535,652616,756992,757842,871191,991587,1291128,1767249"
150823,kcassam,"47313,99944,105998,137467,175836,183678,253406,264382,285033,313704,329784,447530,480914,749032,784231,808090,993399,1086339,1236210,1254025,1255561,1286453,1339248,1439092,1457430,1570940,1678133,1866496,2110480,2766268,3967713,4246149,6162605,6168234,6182071,6473324,6604374,7009745,9021747,9072544,10532384,11393209,12254801,12525583,17746418,17830576,17909018,22608729,23381021,23740332,24484284,26391962,26776285,42444439"
150830,andkom,*
150844,sni,"26403266,1027992,53856210,40604083,6229213,43985221,1029939,6495116,1950101,48590838,7813765,7655980,25754312,12564488,1917071,36727860,2162832,48015533,8178448,6195999,15915861,3919561,90487,1743,1039855,3293494,3992727,2094811,1434697,1110928,899110,565009,445325,372550,368448,311809,304837,303666,213806,198968,197541,195264,147358,115554,99080,71850,51400,47629,36604,31597"
150848,prylypko,"4196,119893,127518,163582,306380,1223892,1279609,3966613,5731043,10505753"
150855,iloveitaly,"1145302,817739,2303800,456674,707213,286876,7741306,12960,2780696,9892,77259,1868415,728604,613585,241901,54708,22602470,28863,1713325,12462057,2911,1229,10638,5579678,147171,9222,794988,671032,63453,7727098,1332867,1103529,4491438,2321202,364070,2662042,787274,162956,7768348,6378097,4217465,28421,10699,245662,2865404,467872,845662,2641915,14925572,1626169,12714869,222011,12523,96890,167946,1096409,633587,211857,3678,949859,538713,376414,22501,110953,1466797,39191,262641,3235317,306853,411832,432561,133829,139916,11459,10137025,139962,105652,5369693,3683255,744212,1165884,10412,1775184,2687,4369448,884,171773,680397,5089611,176280,2575027,223180,475834,192648,25544,7997618,352351,6983,2392091,952040,124158,903365,34893,115911,71122,5656613,42336,67184,656170,246978,7872150,1148697,170649,195942,27177,295605,2319279,240650,131752,540979,30456,1452066,5830,865,238215,25104,279013,306444,124715,1284,7659,52870,1041237,2278171,611823,1479802,773995,508592,481677,428928,194260,159138,109290,89339,68303,62785,58962,40774,40636,20896,11901,11684,3736,2971,2771,113"
150855,iloveitaly,"31150,391987,9712282,461046,51218476,1145302,817739,2303800,456674,707213,286876,7741306,12960,2780696,9892,77259,1868415,728604,613585,241901,54708,22602470,28863,1713325,12462057,2911,1229,10638,5579678,147171,9222,794988,671032,63453,7727098,1332867,1103529,4491438,2321202,364070,2662042,787274,162956,7768348,6378097,4217465,28421,10699,245662,2865404,467872,845662,2641915,14925572,1626169,12714869,222011,12523,96890,167946,1096409,633587,211857,3678,949859,538713,376414,22501,110953,1466797,39191,262641,3235317,306853,411832,432561,133829,139916,11459,10137025,139962,105652,5369693,3683255,744212,1165884,10412,1775184,2687,4369448,884,171773,680397,5089611,176280,2575027,223180,475834,192648,25544,7997618,352351,6983,2392091,952040,124158,903365,34893,115911,71122,5656613,42336,67184,656170,246978,7872150,1148697,170649,195942,27177,295605,2319279,240650,131752,540979,30456,1452066,5830,865,238215,25104,279013,306444,124715,1284,7659,52870,1041237,2278171,611823,1479802,773995,508592,481677,428928,194260,159138,109290,89339,68303,62785,58962,40774,40636,20896,11901,11684,3736,2971,2771,113"
150855,iloveitaly,"3495343,31150,391987,9712282,461046,51218476,1145302,817739,2303800,456674,707213,286876,7741306,12960,2780696,9892,77259,1868415,728604,613585,241901,54708,22602470,28863,1713325,12462057,2911,1229,10638,5579678,147171,9222,794988,671032,63453,7727098,1332867,1103529,4491438,2321202,364070,2662042,787274,162956,7768348,6378097,4217465,28421,10699,245662,2865404,467872,845662,2641915,14925572,1626169,12714869,222011,12523,96890,167946,1096409,633587,211857,3678,949859,538713,376414,22501,110953,1466797,39191,262641,3235317,306853,411832,432561,133829,139916,11459,10137025,139962,105652,5369693,3683255,744212,1165884,10412,1775184,2687,4369448,884,171773,680397,5089611,176280,2575027,223180,475834,192648,25544,7997618,352351,6983,2392091,952040,124158,903365,34893,115911,71122,5656613,42336,67184,656170,246978,7872150,1148697,170649,195942,27177,295605,2319279,240650,131752,540979,30456,1452066,5830,865,238215,25104,279013,306444,124715,1284,7659,52870,1041237,2278171,611823,1479802,773995,508592,481677,428928,194260,159138,109290,89339,68303,62785,58962,40774,40636,20896,11901,11684,3736,2971,2771,113"
150861,godot,"116947,117421,285678,1313115,50837967"
150875,peterjoel,"55057,138296,141269,174509,255926,304657,533859,693642,1031119,1070321,1511643,1940490,5790907,7168454"
150876,demagu,"6942,89551,107836,121003,600744,687976,1819798,4990579,6333777,8794855,11720606,20131746"
150877,vadimk,"1615,46647,59545,71515,145881,188413,218570,279886,305940,370740,377111,527503,574696,810438,917319,977348,993322,1063341,1089917,2738275,3857155,4784978,5073853,9289219,10710661,10882576"
150880,tomgooden,*
150886,go2sh,"268917,7817714,18260006,33313925,56519401,94911786"
150892,davidthewatson,"207,369,447,647,740,772,1680,2142,2296,2516,9287,9599,10652,14172,17715,18241,20723,21217,21773,23789,24426,24734,27381,27577,29944,36182,38447,40774,49544,71051,86579,91093,107819,110274,119893,119974,121433,125146,130111,134455,154115,156030,157238,197226,202868,208212,209371,238455,261372,272926,285572,297042,302108,307223,332352,353361,372683,374965,404454,555451,604461,617498,634573,675910,713070,763802,821670,877257,880687,896408,911911,920691,940937,965839,1056231,1185253,1623689,1882093,2398264,2715854,3066718,3886367,3978864,4575270,4724321,5124267,5131269,5521975,5877145,6254332,6673982,7595426,12565568,17226586,21230295,26105086"
150894,joshuajlai,"25218,40828,60840,137690,347571,4021012,10391357"
150904,pin,"3499,184975,825650,1014109,5665770"
150905,nihathrael,"38839,334256,357581,754621,801221,1196402"
150913,edwinm,"80,3390,4106,11321,41970,81942,150330,178464,262641,361414,810671,2641384,66701935"
150921,mstroeck,"3390,14825,35122,132653,314556,324017,504709,863498,972055,1148546,1544190,1544208,1754799,1780821,2355108,4311124,7482140,9266151,9358298"
150922,hanumantmk,217280
150925,AieshaDot,"2,3124,3192,3962,6441,10652,13516,27381,33412,41734,47489,66812,82408,90130,95044,98681,116915,126780,133987,340884,444859,699012,1054595,2141023,3589911,3797675,5498438,10776230,18172219,35374649"
150933,xant,"27742,34135,44421,45301,51701,56197,74989,75289,87995,103940,235740,373974,970862,1174254,2540006"
150935,TBeijen,"27158,87487,791000,2807888,2891702"
150944,panbanda,"1,1299,7396,38203,58962,79827,83341,96809,100821,125426,152982,154748,172696,172808,231441,370260,384156,421486,424042,439365,475255,511906,523232,540892,553428,622227,656941,866815,877585,1044450,1084183,1144861,1271861,2226611,3696949,6916170,11327812"
150953,brantb,"18086,984280,2664340,3682501"
150959,doriath,"143042,169397,474185,720301,5807270,13165294,39570035"
150960,esgy,"25665,36073,38546,39191,88061,202642,203011,472615,517870,709053,899260,2363636,5877145,7856968,7857868"
150972,peterhinson,"13812,42671,46170,74460,99937,100833,101238,142897,226507,229141,286645,343936,368538,405717,633973,698691,723441,732056,748399,753836,762600,780941,850608,882962,1000277,1004691,1031168,1245315,1383816,1408110,1449672,1518868,1706296,1826050,1920488,2243539,2284832,2287727,2447251,2514652,2658040,2707106,3068843,3076393,3149069,3166464,3178822,3286676,3761003,5022087,5255951,5308143,5368222,6429795,6494431,6693064,6828967,6862828,7094094,7727551,7982379,11327812,11368523,11379977,12349322,16040744,16542321,17519095,19955688,20688442,24616193,25778456,29909203,31008389,32831059,35800534,35837640,36743931,40428449,44099873,44910148,54660936,54962183,56147183,56364411,73505690,78281215"
150973,diiq,*
150978,edoardo,"514688,58563,148158,126653,109366,86221,77239,65728,31977,4965"
150980,AlessandroLorenzi,"1299,140940,173866,182006,309361,450934,823581,973806,1324501,2377898,2707529,2940017,2944478,4048120,4802220,5019985,5442052,6205247,6414339,11963074,16302779,23306152,26750604,27034386,29021670,36309999,58505377"
150986,dckc,"12161484,82806,8934799,5632774,1027254,273868,8206395,1254848,249002"
150992,rfscholte,"4570319,237462,67744,13697"
151001,vedovelli,"2,4,1615,3373,4303,9835,17538,18952,31611,32871,32979,37918,38787,39191,59545,65043,66060,67905,72276,75607,84926,90888,94755,116157,140686,148091,159223,160360,183223,191966,197187,197939,202642,207870,209169,213600,220892,262641,266720,283690,298845,301201,330917,342471,355136,381179,398893,421794,444465,450848,463230,469908,505314,508827,537108,555941,556442,586933,604917,664177,676323,715175,735365,745268,746628,764875,803733,810438,860466,867689,876117,903285,911094,960133,969110,973269,1045328,1073784,1139813,1149463,1159544,1160365,1160826,1204910,1220148,1263297,1312018,1357885,1444526,1500684,1517658,1522517,1561347,1607615,1638439,1655968,1672374,1983984,2029172,2080547,2090635,2204385,2285372,2401951,2604482,2624370,2625083,2933430,3035640,3129093,4168915,4452447,4542747,4589851,4887132,5084933,5097849,5265903,5580297,6031800,6232791,6614899,6626712,6692932,6748866,6973726,7028658,7201703,8084606,9022134,9570704,9970959,11641518,12480135,12722517,12872045,13774309,29451794,34813589"
151005,seaneduffy,"82082,96048,442069"
151025,mteodori,"15831789,311248,1541352,13121206,925412,6949966,2319838,393243,3985464,1257263,1810591,13997200,1236268,3224956,16251291,413587,1071590,2892502,1123322,45257857,513159,10602,457225,56219,1022859,5316,253202,37283,162508,25742,285899,169705,98681,693790,150330,184091,952783,2631152,5197675,220900,1879190,76042,5382443,98852,1210553,2379163,69485,73359,37534,75190,161853,36149,4732,356709,2153,20805,416209,54473,626337,1043148,1435352,413,510465,65043,114508,56997,591176,283804,481292,82079,52342,574106,868217,799114,778068,615954,596517,386978,384156,302123,232002,220403,186468,186370,164045,150144,150030,145838,141109,136590,128577,87315,37918,37611,30552,18610,17892,1960"
151025,mteodori,"311248,1541352,13121206,925412,6949966,2319838,393243,3985464,1257263,1810591,13997200,1236268,3224956,16251291,413587,1071590,2892502,1123322,45257857,513159,10602,457225,56219,1022859,5316,253202,37283,162508,25742,285899,169705,98681,693790,150330,184091,952783,2631152,5197675,220900,1879190,76042,5382443,98852,1210553,2379163,69485,73359,37534,75190,161853,36149,4732,356709,2153,20805,416209,54473,626337,1043148,1435352,413,510465,65043,114508,56997,591176,283804,481292,82079,52342,574106,868217,799114,778068,615954,596517,386978,384156,302123,232002,220403,186468,186370,164045,150144,150030,145838,141109,136590,128577,87315,37918,37611,30552,18610,17892,1960"
151027,insertjokehere,*
151028,foxleigh81,"4856,32052,189383,275299,522344,596770,1380497,1478864,2056399,2305016,2850493,3076393,3628283,3717961,5774481,5968582,9006788,15696031,26827986,35397351,67596162"
151032,fallen,"1894,21212,21579,32593,34467,54771,63500,74102,87603,87642,89993,90491,98369,99391,116214,129013,135217,170331,170630,172624,207355,229453,233314,237180,242418,281158,314054,315234,326463,345029,347164,403272,426015,442684,496345,533068,546686,569297,585277,619764,665506,691328,720864,721211,731050,731144,775844,784161,833319,859134,906193,922350,991046,994942,1081724,1094774,1110044,1188390,1242285,1292352,1338946,1410954,1450143,1536582,1662021,1663475,1808440,1883912,1980537,2135560,2145119,2194902,2403928,2404255,2439472,2592730,2833599,2932895,3987698,4282867,4661374,5139669,5433937,5511794,6069449,6414482,6552989,6953270,7093452,8591473,10031050,10458007,13166634,13184974,13624446,13630420,14350940,15112260,15495352,15989628,16082190,16254623,22348544,33462256,37262849"
151038,shilov,"1299,2621,3018,6843,7171,9736,25254,29565,31294,32134,33411,41495,81818,89910,90097,110953,130230,145095,173412,187441,229005,344873,438920,446348,521701,692384,930121,972014,1070962,1156077,1256183,1267282,1779809,1921411,2422727,2920003,3185864,5576448,6131989,6436408,6445383,6719371"
