actor_id,actor_login,following
228364,grunch,"1940490,19480819,372034"
228364,grunch,"1940490,19480819,372034,16559"
228364,grunch,"46329881,1940490,19480819,372034"
228385,baochungit,"13204,442879,918838,1063152"
228394,arimus,"8082,104851,113915,272909,355590,355620,563690"
228401,jquatier,"111574,202134,498479,513763,617517,692663,801572,969469,1110267,1152313,1170252,1420506,1474746,1574627,1844847,2302311,2381315,4217583,4764490,5847580,6044860,6526735,7505007,8944422,9609562,13322847"
228410,kitak,"1,4,134,166,383,1299,1377,1615,2490,2621,2741,2911,3092,3420,3458,3499,3500,3620,3959,3970,4732,4902,5352,5920,6875,6882,7354,7659,8365,8451,8465,8991,9108,9582,9831,9958,10000,10035,10111,10236,10515,10652,10735,10890,11205,12104,12285,12301,12323,12539,12631,14562,14947,15551,15655,16032,16577,18215,18360,18510,18660,18807,19299,19625,19658,19881,20232,20384,21084,21976,22321,22629,23315,23812,25254,25668,26476,27299,28143,28534,29084,29440,29504,30756,30824,31394,31971,34204,35562,35996,36214,37704,38546,39191,39471,39759,40610,40720,41567,42493,42583,43346,43707,43946,44219,46126,46178,46553,46673,46764,46786,47400,48229,49051,49281,49705,51196,54254,54491,55782,56112,56573,56752,56883,58601,62601,63257,63648,65972,66100,66577,66876,68232,68940,69169,69755,70062,70127,71396,72049,72989,72997,73532,73962,75448,76104,81942,82371,82702,85887,86519,90067,90512,91011,93594,94629,95184,95187,95713,95721,99604,101659,101846,106567,106625,106908,107763,108656,109594,110953,111689,111951,112881,113420,115323,116057,118266,124164,125332,126604,127240,128233,130193,131059,133019,135589,138476,139827,140584,143402,144427,147247,153167,154748,160288,165387,172456,174975,177213,177858,179065,180104,189824,190598,193461,193569,197134,199387,203046,203110,208165,217530,222183,230145,234957,236607,238208,241542,248093,248818,250019,250407,261787,264469,282401,285965,290496,290782,309459,309466,315510,329120,335593,338128,340621,340622,341101,344078,346598,348581,355825,362095,364725,374550,375258,383994,386234,386512,395572,404356,406093,408181,413899,413984,430267,431696,446352,449777,456515,470564,471318,473708,474988,485033,490574,491428,498635,498686,499550,499664,511121,519520,521604,529660,534930,537424,543033,546885,550229,557590,557961,565954,570542,576796,579005,584070,584845,586654,612043,615042,616841,617438,617481,618641,630181,634357,634478,638889,648041,648437"
228415,danielmt,"2621,3499,3748,15064,30094,31283,38787,41100,45376,47369,50729,51285,52241,59424,59893,67496,108725,113829,117856,120860,126027,127751,190546,238325,272048,281615,381179,438257,473831,772140,891845,1065521,1085038,1576663,1590513,1714072,1867765,2404909,5325438,6559064,8030961,10058240,10153817,11855322,19674258,23165010,26614352,39470766"
228417,DarrellDuane,"50741,63740,71047,108923,129761,161331,168137,292534,340415,508436,639093,653102,904007,1498338,1676405,1868415,2312764,2560227,3765732,4419243,6100364,6587089,6855792,6969859,8437822,8942495,9529649,10426446,13185933,19267492,39314428"
228438,sumitk,"80,4117,4726,6731,10422,12104,17675,22726,25644,28543,29193,30441,32314,33074,39792,57047,83384,93353,115108,127315,145415,157534,162935,164034,189349,218705,229339,249549,254753,254863,262641,266381,282759,312065,340218,384156,393660,406862,413879,472869,481373,518698,591433,639792,646254,684323,685131,807168,997157,1024025,1136652,1279609,1445367,1616628,1855967,2031235,2167011,2458431,2514208,2562992,3012067,3582514,3657121,5382443,5505782,6184593,6768835,7374042,8428124,8574219,10941033,13421469,23303775,24480972,24576821,24813620,25213068,25709300,29589003,29953052"
228452,zhrren,102674648
228456,hannesm,"4539892,13065039,2310568,1076486,26125912,261298,2336698,146049,17850176,7419360,10628294,234428,7973243,661909,53164,1140462,315125,106752,24659882,299879,497999,14924300,537775,496345,2196625,966015,25269,37832926,500872,33268180,12073668,8374368,151506,348527,7547836,95328,2611789,11448949,321910,41929,23506072,760801,903001,190797,61678,105953,213448,1736496,59918,643146,78398,9653993,79765,198586,579312,204048,278405,3439794,36521,41551,2832,3409669,2592730,1129030,819210,308471,807966,4086825,485596,13735,2631210,103693,4902118,1077573,115330,325535,2880662,13791,144281,731152,196794,180544,170331,166329,153248,152906,106304,56231,46787"
260445,kukulich,*
260451,irineujunior,"208883,865547,2829600,4007696,7442695,32105582,51678684"
260453,hoffi,"32948,35431,49042,457834,649699,1100180,3327771,8916121,13732585,14875968"
260465,spouliot,*
260475,casememos,*
260478,danielenstrom,"629429,1159854"
260504,ketema,"10722,13685,18288,25218,25959,29086,40774,96015,110953,150063,368762,563582,729965,913100,1037617,1058154,1058352,1094890,1202528,1511623,2062033,2215308,2991478,27308424,42947859"
260507,asafd1,*
260518,davidhund,"4353,11281,24912,25466,26117,39191,39331,39560,39827,40072,41970,48517,58358,81942,101501,147905,175836,188426,210896,238004,346681,435237,488144,501487,545464,649331,694301,718537,764178,804918,934293,1243901,1724852,2578321"
260544,sadohert,"4115580,16644770"
260552,apdavison,6429509
260553,jeffbyrnes,"5310232,14078573,591537,143331,5571792,1410448,400447,5214637,629551,1562245,2052536,1084656,887184,839061,772927,439942,1191069,1280430"
260554,jschappet,"2954,92734,1006924,7592067,8311757"
260555,nakhli,"2741,37109,324744,414418,478052,497608,920230,946756,1024025,1080678,1659386,2884714,8899117,13527903,17402163,22345489,22355750"
260583,dstuebe,"108656,130993,199592,228715,252106,384249,585436,1066771,1912864,2264517,2285274,4673717,10005958,16558748,17488915,44881439,58565770"
260591,rguibert,260616
260606,tuzonghua,57286237
260614,cgcardona,"173412,3041005,3431073,879484,25061049,5766842,1016709,29312251,31223937,32151518,92707,108464,26976499,58493760,14097,5941389,33237395,39260071,1955258,879913,9870991,14360794,37085295,3146103,10303422,38574328,40551265,8691083,89979,35513985,6094424,988195,6912554,10980567,237446,3118306,602513,11195901,3764321,1060425,63063,6586275,413395,83898,3319176,6304338,28905704,197597,1024025,4303,531465,11440345,1505266,3317719,21979,3005614,2616838,1991726,391299,40106,3189106,4708646,5726143,5453,126646,376230,6380458,2230894,331997,313317,14953,2503,1624,4205,12671,1,12631,733004,638650,25254,406975,194984,1389505,641267,175237,1165350,24597,230541,27786,1696169,841448,189038,58987,682840,639768,484075,352113,341306,272348,262641,244772,242550,242432,225005,216065,214783,169705,127063,97501,89353,85261,74513,72407,61392,61197,60979,54641,44364,42943,42218,39398,39191,37673,36214,31030,27761,24349,22249,21713,20873,14013,9287,5492,3341,3124,2965,2741,1615,1354,257,161,80,38,4"
260616,anemes,"230541,283181,781659,4923858,6784226,9110200"
260633,Nullstr1ng,"1546173,25419386,34667098,51446562"
260642,ehazlett,"1610,2449,3809,7396,21148,37492,44390,45870,46565,56973,60068,90097,101445,110088,117989,132447,137467,171481,206357,243366,306571,397565,414445,493661,509302,749551,966808,1445228,1585815,1761795,2905274,3139143,4493281,6305260"
260650,leosmolas,"319,71910,167193,180542,188073,288727,291536,303391,336152,422477,806502"
260667,amir20,"11247099,21303311,1525041,590471,56996,1835397,5716227,150030,1668459,540634,493808,356555,286588,200357,183147,122477,94427,51505,25503,22282,1615,207"
260668,akyryl,*
260672,rwynn,"4,7,46,80,1299,2603,2911,3908,4732,7171,9265,11589,12109,12567,12631,13516,16329,25254,30733,36214,41300,41495,46673,58667,65632,98681,108380,118015,119893,128223,134711,134848,160562,161375,169705,170270,216296,230541,239742,259374,276061,305718,378683,485033,514800,524990,749551,810438,950301,979929,989763,1123322,1411284,2887858,3871688,4060187,5153279,5458997,11865795"
260679,victortoso,"2267,9381,15001,28969,119737,176295,298781,365434,492857,503760,526310,555349,904614,1409139,1522476,1695924,1834764,2479721,2536339,3474666,6566927,7236993,7460169,9149751,16507629,42575724"
260689,dzerrenner,"91022,139384,200649,214858,412468,414336,880687,1568356,1989373,2248920,2527933,3796689,7656068,15056506,16782710,18520168,25419386,49699071"
260691,rdark,"4365,60426,68638,82342,146664,193115,232576,243366,265701,313891,574106,733899"
260697,pablisco,"33498,66577,67230,87620,115111,129823,159327,184194,514871,531613,535032,657223,706832,750912,904859,1117022,1395135,1415886,1536079,1650875,1749962,2915842,3294640,3370782,3494156,3649135,4431669,4954393,4963568,5091339,5420640,6569182,7070042,7394603,12424668"
260702,sap1ens,"1919,4732,15365,39034,48364,52201,73359,81942,92357,93595,105375,145781,282529,483865,492175,782154,979420,1038059,1172032,1397046,1780116,1841215,6351274"
260705,datenreisender,"31501543,72191781,26139379,12543955,64542,8695565,6907948,4866953,11229687,4018892,10137,560312,380835,16271527,7103368,188915,16656834,878416,244863,354395,159355,4139819,171083"
260708,forficate,"36901,85886,8691032"
260721,sirdharma,"400368,547779,58329207"
260737,sandord,"2892,16944,17011,19977,36863,68539,95136,104498,105126,108530,119746,128664,140503,160918,193722,275938,446999,582487,649492,881510,1142958,1374013,1454075,1577098,2603405,3442158,4218809,17247455,39279758"
260739,fastjames,"389,9582,1268723,13896776,16345256"
260767,doddi,13700083
260771,thecabinet,"9021,30048,44891,58860,87915,249392"
260773,robottaway,378
260791,BraveSirAndrew,"3103,23459,46207,339601,464857,3647481,3677448,3677577,5249992"
260794,viamin,*
260800,deborahgu,"267627,1749759,2729560"
260802,marcemarc,"431231,1193822,1742685,1857460,7405322,7733459"
260809,mmuggli,"33031,43820,50745,229955,291551,304657,482377,533859,638825,649567,1156466,1313787,1494426,1663864,3677584,4561292,7217210,10767683,11444026"
260815,rmrector,*
260818,SittenSpynne,*
260820,driph,"91596,8900547,51727068"
260837,fionawhim,"339996,1243651"
260841,nickalbrecht,*
260849,stdcall,"259016,304657,759911,1651197,2190385"
260851,Elik,"166784,249117"
260855,mikeahmarani,*
260863,bitsai,"42448,771197,10814407"
260865,benjamin99,"18601,25254,2727535,4061342,5862369,7654767,9109250,46749846"
260869,kyletolle,"8280,35562,119972,310707,568346,585299,1020624,1356178,1397346,1900427,2138018"
260871,apocolipse,*
260873,mgoffin,"505557,566889,1394879,1624387,2213871,2545956,9646319"
260874,speedytwenty,"141300,150063,176620,383198,612794,2761203,4226954,4947711"
260876,SamStonehouse,"222272,1189645,1457604,1832772,2946214,3110057,11094514"
260877,vvuksan,*
260880,aliorhun,"42878995,37661157,6681137,75077490,63192605,45131774,30777390,2565849,40912085,6218679,44982368,65376830,59473763,54947697,57330864,61617126,7374155,43519511,45897290,57866851,44029095,31206087,65400208,37108233,46926098,48246214,36428108,13764859,67551702,32592247,87323249,3407345,1447855,5668144,72382983,47152785,72373416,55782131,64480634,41792982,3523671,22801690,41639654,2979415,43772498,49458946,65458695,1476886,21019611,57567358,9026717,9167371,5441882,24878421,23120302,2769571,3142454,1823296,36160436,40182670,4365164,43846778,55555379,63667498,46418,2217899,70997613,20242,24900500,43356037,5171333,32355782,34156233,26934091,304654,7932440,67916168,29142615,62849579,30533238,3402976,36089310,9213230,20264712,66299502,13984965,38139111,16235751,1413655,25902742,3511458,6532000,8522129,36012853,12330670,3981121,12936989,17232161,32740550,36744484,46247241,118744,70101145,55052890,4180560,36700518,3583755,38844702,2303854,64358383,3824125,17003991,69451125,54356667,37721917,54184905,41443083,48829242,32331090,56169582,36340604,6574144,4959345,12413639,6124241,32565521,60663246,35708721,18482765,67692167,12164638,40278262,8544424,26692673,24432752,47147484,1449620,2419009,10258162,53175384,94374,80,3432700,36135666,10498874,33628789,311629,63067545,920922,28892291,25488666,11890454,15324486,62957547,34274715,1177542,36377574,44318239,1594135,3640857,7115603,22659793,32539161,35815457,5619924,24392180,22038798,60980778,60982722,2954981,22513266,17846588,34069797,60007,777820,34271483,46957351,702691,26661891,2705782,20682996,2502080,119737,2894642,49577,26391963,3263409,18482866,12575603,388229,491844,3594944,5550221,19524941,2794167,38004181,15341846,51494646,30519822,47624452,1152513,15840648,27829081,2014292,545480,13040622,11815891,5624345,10034628,4583684,19766851,32965019,23071252,48598241,25687355,46314830,48600620,34064910,2589938,14019529,22290914,4073348,1097170,47549,795070,13130350,463230,306731,803964,868283,4562398,1402048,35324843,6871322,1063865,8876232,13666448,15168877,1697752,42313363,22706740,16711249,31325122,9573857,888054,32266872,36228273,11225900,52573260,17547491,12282747,11847041,17637324,7779221,197720,9459881,51777012,866558,26741856,22895813,20908199,29727332,34843725,11859881,6360083,50730490,20629983,41020517,6067714,12643233,30001999,22657961,19230896,44475464,8327307,12111234,14864133,40023234,45497113,4004716,18539534,25586685,13431290,22026049,8887213,20605111,14789925,221467,26230948,14092314,17510795,21688838,3765270,19479326,37263350,29556053,3872888,31390903,13049715,36158042,831867,3995472,473149,2066,133209,22706692,47358913,39171787,29516652,19792863,47314283,5196786,1910426,1355972,21293903,28096717,41492787,30483006,23704367,14258668,715522,14247947,45150545,8426617,11041014,1464780,32804505,16899021,43793262,334065,16051700,20987514,37049502,6042324,646974,32229180,529384,1383035,1030066,7660599,104548,22274025,15161296,8344559,26093863,20258973,3715466,5351581,25128832,17712749,15039423,18046031,25990177,5170263,6575725,10584378,22328903,24190019,9072521,42120142,38403345,24489894,35762214,41507424,22706686,18037495,11033531,19751190,20886290,2720608,15899104,14811488,1295419,1992356,23238365,38098265,34984064,11177953,20299836,19728076,20879375,2557098,25635859,10153883,358830,2857919,27297299,9016955,9932476,123910,8042604,36811,29302909,17167342,235401,14157973,8527483,444071,26160059,11368523,815988,19324,101376,32882305,23143596,599565,5150963,8981828,17516713,5166755,603400,43532,6623948,29932111,32523492,2437047,16521421,13015363,10333281,18423389,6252528,10615529,30892116,3696314,12709911,16637215,671708,36571618,5826958,6217763,24194934,2894021,36103703,2954956,6138244,18627823,3530106,9196888,10029321,706678,13722649,23585411,32022785,2843983,4296962,17740118,2766736,35239791,22679730,32411070,33834766,35938244,35961427,32989239,9938785,999867,7448716,632820,6417144,25128336,10262700,10312487,22933102,3535610,7137649,8023150,307899,22277715,1199195,13813170,1429529,2970616,8135336,1533353,127687,798523,990485,1534649,878402,3438150,1757036,19760132,376732,151787,33340440,17585121,4033016,15941711,10248736,1237982,20164365,30813765,27920798,16826090,801387,5657706,1560711,2325140,4205423,25769290,661618,30792200,30375986,187922,126780,784614,445491,4365,11767714,17210239,5065080,3079639,5197413,1239985,712419,1939193,18029959,15824875,1894517,10287101,11199794,29264647,10262499,4693615,72383,82952,698308,24189633,16313808,5854916,2063957,18554017,15850677,6715282,9937631,5864713,10397977,8080494,12875745,164489,1801024,10324096,545472,6232654,6593372,17074155,9321091,587091,1309255,159209,1986271,5259676,189613,13398197,26004207,10330086,655413,1138515,473094,320808,121254,811350,39010,127606,17591,5382578,42368,205498,12732820,4255,10324081,2570317,18334437,5834281,5674144,2466994,1205020,4048197,16149251,55211,1241083,9132682,3041416,1535791,914386,6650664,8081807,8373390,8595222,17612,3220231,1158804,4079958,9614451,5995181,2733591,5087334,1693294,3303,1182996,976436,3457067,586318,1410658,8654,2795268,3309936,2878527,2827332,1284666,64687,1292675,1120452,72403,1140359,1024025,980848,898322,787055,769715,687109,672237,648622,633989,628144,511272,441303,438920,437161,362265,361797,320451,265930,254805,245713,241217,235273,196477,182906,169434,165716,150102,88295,72460,72323,50832,47842,26338"
260880,aliorhun,"75077490,63192605,45131774,30777390,2565849,40912085,6218679,44982368,65376830,59473763,54947697,57330864,61617126,7374155,43519511,45897290,57866851,44029095,31206087,65400208,37108233,46926098,48246214,36428108,13764859,67551702,32592247,87323249,3407345,1447855,5668144,72382983,47152785,72373416,55782131,64480634,41792982,3523671,22801690,41639654,2979415,43772498,49458946,65458695,1476886,21019611,57567358,9026717,9167371,5441882,24878421,23120302,2769571,3142454,1823296,36160436,40182670,4365164,43846778,55555379,63667498,46418,2217899,70997613,20242,24900500,43356037,5171333,32355782,34156233,26934091,304654,7932440,67916168,29142615,62849579,30533238,3402976,36089310,9213230,20264712,66299502,13984965,38139111,16235751,1413655,25902742,3511458,6532000,8522129,36012853,12330670,3981121,12936989,17232161,32740550,36744484,46247241,118744,70101145,55052890,4180560,36700518,3583755,38844702,2303854,64358383,3824125,17003991,69451125,54356667,37721917,54184905,41443083,48829242,32331090,56169582,36340604,6574144,4959345,12413639,6124241,32565521,60663246,35708721,18482765,67692167,12164638,40278262,8544424,26692673,24432752,47147484,1449620,2419009,10258162,53175384,94374,80,3432700,36135666,10498874,33628789,311629,63067545,920922,28892291,25488666,11890454,15324486,62957547,34274715,1177542,36377574,44318239,1594135,3640857,7115603,22659793,32539161,35815457,5619924,24392180,22038798,60980778,60982722,2954981,22513266,17846588,34069797,60007,777820,34271483,46957351,702691,26661891,2705782,20682996,2502080,119737,2894642,49577,26391963,3263409,18482866,12575603,388229,491844,3594944,5550221,19524941,2794167,38004181,15341846,51494646,30519822,47624452,1152513,15840648,27829081,2014292,545480,13040622,11815891,5624345,10034628,4583684,19766851,32965019,23071252,48598241,25687355,46314830,48600620,34064910,2589938,14019529,22290914,4073348,1097170,47549,795070,13130350,463230,306731,803964,868283,4562398,1402048,35324843,6871322,1063865,8876232,13666448,15168877,1697752,42313363,22706740,16711249,31325122,9573857,888054,32266872,36228273,11225900,52573260,17547491,12282747,11847041,17637324,7779221,197720,9459881,51777012,866558,26741856,22895813,20908199,29727332,34843725,11859881,6360083,50730490,20629983,41020517,6067714,12643233,30001999,22657961,19230896,44475464,8327307,12111234,14864133,40023234,45497113,4004716,18539534,25586685,13431290,22026049,8887213,20605111,14789925,221467,26230948,14092314,17510795,21688838,3765270,19479326,37263350,29556053,3872888,31390903,13049715,36158042,831867,3995472,473149,2066,133209,22706692,47358913,39171787,29516652,19792863,47314283,5196786,1910426,1355972,21293903,28096717,41492787,30483006,23704367,14258668,715522,14247947,45150545,8426617,11041014,1464780,32804505,16899021,43793262,334065,16051700,20987514,37049502,6042324,646974,32229180,529384,1383035,1030066,7660599,104548,22274025,15161296,8344559,26093863,20258973,3715466,5351581,25128832,17712749,15039423,18046031,25990177,5170263,6575725,10584378,22328903,24190019,9072521,42120142,38403345,24489894,35762214,41507424,22706686,18037495,11033531,19751190,20886290,2720608,15899104,14811488,1295419,1992356,23238365,38098265,34984064,11177953,20299836,19728076,20879375,2557098,25635859,10153883,358830,2857919,27297299,9016955,9932476,123910,8042604,36811,29302909,17167342,235401,14157973,8527483,444071,26160059,11368523,815988,19324,101376,32882305,23143596,599565,5150963,8981828,17516713,5166755,603400,43532,6623948,29932111,32523492,2437047,16521421,13015363,10333281,18423389,6252528,10615529,30892116,3696314,12709911,16637215,671708,36571618,5826958,6217763,24194934,2894021,36103703,2954956,6138244,18627823,3530106,9196888,10029321,706678,13722649,23585411,32022785,2843983,4296962,17740118,2766736,35239791,22679730,32411070,33834766,35938244,35961427,32989239,9938785,999867,7448716,632820,6417144,25128336,10262700,10312487,22933102,3535610,7137649,8023150,307899,22277715,1199195,13813170,1429529,2970616,8135336,1533353,127687,798523,990485,1534649,878402,3438150,1757036,19760132,376732,151787,33340440,17585121,4033016,15941711,10248736,1237982,20164365,30813765,27920798,16826090,801387,5657706,1560711,2325140,4205423,25769290,661618,30792200,30375986,187922,126780,784614,445491,4365,11767714,17210239,5065080,3079639,5197413,1239985,712419,1939193,18029959,15824875,1894517,10287101,11199794,29264647,10262499,4693615,72383,82952,698308,24189633,16313808,5854916,2063957,18554017,15850677,6715282,9937631,5864713,10397977,8080494,12875745,164489,1801024,10324096,545472,6232654,6593372,17074155,9321091,587091,1309255,159209,1986271,5259676,189613,13398197,26004207,10330086,655413,1138515,473094,320808,121254,811350,39010,127606,17591,5382578,42368,205498,12732820,4255,10324081,2570317,18334437,5834281,5674144,2466994,1205020,4048197,16149251,55211,1241083,9132682,3041416,1535791,914386,6650664,8081807,8373390,8595222,17612,3220231,1158804,4079958,1220743,9614451,5995181,2733591,5087334,1693294,3303,1182996,976436,3457067,586318,1410658,8654,2795268,3309936,2878527,2827332,1284666,64687,1292675,1120452,72403,1140359,1024025,980848,898322,787055,769715,687109,672237,648622,633989,628144,511272,441303,438920,437161,362265,361797,320451,265930,254805,245713,241217,235273,196477,182906,169434,165716,150102,88295,72460,72323,50832,47842,26338"
260880,aliorhun,"9502185,54971670,854154,59109688,66388014,80544174,42878995,37661157,6681137,75077490,63192605,45131774,30777390,2565849,40912085,6218679,44982368,65376830,59473763,54947697,57330864,61617126,7374155,43519511,45897290,57866851,44029095,31206087,65400208,37108233,46926098,48246214,36428108,13764859,67551702,32592247,87323249,3407345,1447855,5668144,72382983,47152785,72373416,55782131,64480634,41792982,3523671,22801690,41639654,2979415,43772498,49458946,65458695,1476886,21019611,57567358,9026717,9167371,5441882,24878421,23120302,2769571,3142454,1823296,36160436,40182670,4365164,43846778,55555379,63667498,46418,2217899,70997613,20242,24900500,43356037,5171333,32355782,34156233,26934091,304654,7932440,67916168,29142615,62849579,30533238,3402976,36089310,9213230,20264712,66299502,13984965,38139111,16235751,1413655,25902742,3511458,6532000,8522129,36012853,12330670,3981121,12936989,17232161,32740550,36744484,46247241,118744,70101145,55052890,4180560,36700518,3583755,38844702,2303854,64358383,3824125,17003991,69451125,54356667,37721917,54184905,41443083,48829242,32331090,56169582,36340604,6574144,4959345,12413639,6124241,32565521,60663246,35708721,18482765,67692167,12164638,40278262,8544424,26692673,24432752,47147484,1449620,2419009,10258162,53175384,94374,80,3432700,36135666,10498874,33628789,311629,63067545,920922,28892291,25488666,11890454,15324486,62957547,34274715,1177542,36377574,44318239,1594135,3640857,7115603,22659793,32539161,35815457,5619924,24392180,22038798,60980778,60982722,2954981,22513266,17846588,34069797,60007,777820,34271483,46957351,702691,26661891,2705782,20682996,2502080,119737,2894642,49577,26391963,3263409,18482866,12575603,388229,491844,3594944,5550221,19524941,2794167,38004181,15341846,51494646,30519822,47624452,1152513,15840648,27829081,2014292,545480,13040622,11815891,5624345,10034628,4583684,19766851,32965019,23071252,48598241,25687355,46314830,48600620,34064910,2589938,14019529,22290914,4073348,1097170,47549,795070,13130350,463230,306731,803964,868283,4562398,1402048,35324843,6871322,1063865,8876232,13666448,15168877,1697752,42313363,22706740,16711249,31325122,9573857,888054,32266872,36228273,11225900,52573260,17547491,12282747,11847041,17637324,7779221,197720,9459881,51777012,866558,26741856,22895813,20908199,29727332,34843725,11859881,6360083,50730490,20629983,41020517,6067714,12643233,30001999,22657961,19230896,44475464,8327307,12111234,14864133,40023234,45497113,4004716,18539534,25586685,13431290,22026049,8887213,20605111,14789925,221467,26230948,14092314,17510795,21688838,3765270,19479326,37263350,29556053,3872888,31390903,13049715,36158042,831867,3995472,473149,2066,133209,22706692,47358913,39171787,29516652,19792863,47314283,5196786,1910426,1355972,21293903,28096717,41492787,30483006,23704367,14258668,715522,14247947,45150545,8426617,11041014,1464780,32804505,16899021,43793262,334065,16051700,20987514,37049502,6042324,646974,32229180,529384,1383035,1030066,7660599,104548,22274025,15161296,8344559,26093863,20258973,3715466,5351581,25128832,17712749,15039423,18046031,25990177,5170263,6575725,10584378,22328903,24190019,9072521,42120142,38403345,24489894,35762214,41507424,22706686,18037495,11033531,19751190,20886290,2720608,15899104,14811488,1295419,1992356,23238365,38098265,34984064,11177953,20299836,19728076,20879375,2557098,25635859,10153883,358830,2857919,27297299,9016955,9932476,123910,8042604,36811,29302909,17167342,235401,14157973,8527483,444071,26160059,11368523,815988,19324,101376,32882305,23143596,599565,5150963,8981828,17516713,5166755,603400,43532,6623948,29932111,32523492,2437047,16521421,13015363,10333281,18423389,6252528,10615529,30892116,3696314,12709911,16637215,671708,36571618,5826958,6217763,24194934,2894021,36103703,2954956,6138244,18627823,3530106,9196888,10029321,706678,13722649,23585411,32022785,2843983,4296962,17740118,2766736,35239791,22679730,32411070,33834766,35938244,35961427,32989239,9938785,999867,7448716,632820,6417144,25128336,10262700,10312487,22933102,3535610,7137649,8023150,307899,22277715,1199195,13813170,1429529,2970616,8135336,1533353,127687,798523,990485,1534649,878402,3438150,1757036,19760132,376732,151787,33340440,17585121,4033016,15941711,10248736,1237982,20164365,30813765,27920798,16826090,801387,5657706,1560711,2325140,4205423,25769290,661618,30792200,30375986,187922,126780,784614,445491,4365,11767714,17210239,5065080,3079639,5197413,1239985,712419,1939193,18029959,15824875,1894517,10287101,11199794,29264647,10262499,4693615,72383,82952,698308,24189633,16313808,5854916,2063957,18554017,15850677,6715282,9937631,5864713,10397977,8080494,12875745,164489,1801024,10324096,545472,6232654,6593372,17074155,9321091,587091,1309255,159209,1986271,5259676,189613,13398197,26004207,10330086,655413,1138515,473094,320808,121254,811350,39010,127606,17591,5382578,42368,205498,12732820,4255,10324081,2570317,18334437,5834281,5674144,2466994,1205020,4048197,16149251,55211,1241083,9132682,3041416,1535791,914386,6650664,8081807,8373390,8595222,17612,3220231,1158804,4079958,9614451,5995181,2733591,5087334,1693294,3303,1182996,976436,3457067,586318,1410658,8654,2795268,3309936,2878527,2827332,1284666,64687,1292675,1120452,72403,1140359,1024025,980848,898322,787055,769715,687109,672237,648622,633989,628144,511272,441303,438920,437161,362265,361797,320451,265930,254805,245713,241217,235273,196477,182906,169434,165716,150102,88295,72460,72323,50832,47842,26338"
260888,co,"378,2308,95335,147277,150084,282326,420865,443562,543455,1262444,1380451,3647943,5788605"
260892,joncham,*
260896,ptgoetz,"72489,131416,189114,306512,326263,379950,497108,782111,797745,897229,1023873,1079281,1174046,1214046,1273277,1388529,1427029,1637301"
260898,jotamjr,"123814,417998,1008844,1777696,16045513"
260904,PatHightree,1468286
260910,jameswarren,"141,14135,15702,27818,85085,131416,134032,164168,224739,382668,1332980,7063723,19372370,28631561"
260917,zfisher,"179759,233761,241138,545955,617085,1066173,1165977,1322458,2179708,2894642,2948424,4080470,6211319,8118422,8120076,8583190,8702042,12537747,12960709,18697702,19366541,24421551,25487779,25758486,34099573"
260919,sandfox,"80,797,3048,3748,4226,5373,7541,7659,8577,15000,17880,25254,31712,36227,39191,39716,43639,44229,54666,57536,68102,75299,78582,107763,110101,118015,128149,157136,168137,238531,254583,307976,308049,326569,376661,418097,464320,479538,494338,597413,638535,676347,692459,729006,750148,757502,760653,788946,817538,872938,907241,954269,1072296,1243651,1462973,1497123,1505488,1613216,7584833,11539094,99562962"
260923,joefeser,"1396,3096,11571,20041,56631,104498,108530,119746,127379,127927,129495,130182,132029,139580,145203,157717,173822,190154,202632,217913,220839,244099,249880,270592,348368,371479,464734,512439,520309,575051,598339,599709,727216,852556,1006516,1052907,1126194,1142273,1191069,1214744,1230364,1264383,1345357,1411284,1445228,1450417,1694600,1786315,1850710,1987321,2263256,3614077,3952613,4689433,6758095,6955413,7043768,8199968,8959527,29451794,31288659"
260965,mightiesthero,
260983,Fandekasp,
260988,mazza,"2621,10111,16950,104030,113512,135652,167837,378683,423682,830049,1024025,1070920,1095328,3320415,4324516,8127015,8446613,8528975,8566911,9967170,43992624"
261005,shinji257,"8832399,56237187"
261011,socurites,"241138,387866,12528769,13328380,15100232,18757549,21004144"
