Source,Target,Type,Id,Label,timeset,Weight
56,94,Undirected,2392,,,4
56,95,Undirected,2393,,,71492
56,97,Undirected,2394,,,4200
56,109,Undirected,2395,,,540
56,124,Undirected,2396,,,6
56,135,Undirected,2397,,,2
56,145,Undirected,2398,,,441344
56,146,Undirected,2399,,,1694
56,156,Undirected,2400,,,88
56,230,Undirected,2401,,,159482
56,288,Undirected,2402,,,2
56,344,Undirected,2403,,,950
56,348,Undirected,2404,,,254628
56,365,Undirected,2405,,,6
56,443,Undirected,2406,,,6
56,447,Undirected,2407,,,4
56,547,Undirected,2408,,,6
56,588,Undirected,2409,,,592
56,701,Undirected,2410,,,18
56,727,Undirected,2411,,,2
56,737,Undirected,2412,,,18
56,770,Undirected,2413,,,4
56,802,Undirected,2414,,,474
56,827,Undirected,2415,,,4
56,849,Undirected,2416,,,4
56,955,Undirected,2417,,,12
56,967,Undirected,2418,,,2
60,109,Undirected,2421,,,6
60,124,Undirected,2422,,,4
60,751,Undirected,2423,,,2
61,65,Undirected,2434,,,8
61,94,Undirected,2435,,,6
61,95,Undirected,2436,,,15530
61,97,Undirected,2437,,,80
61,101,Undirected,2438,,,104
61,103,Undirected,2439,,,4
61,109,Undirected,2440,,,396
61,118,Undirected,2441,,,392
61,124,Undirected,2442,,,16
61,149,Undirected,2443,,,2
61,156,Undirected,2444,,,36
61,214,Undirected,2445,,,2
61,230,Undirected,2446,,,2194
61,237,Undirected,2447,,,2
61,241,Undirected,2448,,,4
61,255,Undirected,2449,,,2
61,265,Undirected,2450,,,904
61,288,Undirected,2451,,,4
61,291,Undirected,2452,,,1152
61,301,Undirected,2453,,,78164
61,304,Undirected,2454,,,18
61,313,Undirected,2455,,,502
61,344,Undirected,2456,,,6
61,350,Undirected,2457,,,4
61,356,Undirected,2458,,,4
61,357,Undirected,2459,,,64
61,374,Undirected,2460,,,2
61,375,Undirected,2461,,,208
61,406,Undirected,2462,,,48
61,420,Undirected,2463,,,2
61,432,Undirected,2464,,,128
61,447,Undirected,2465,,,20
61,471,Undirected,2466,,,67404
61,475,Undirected,2467,,,428
61,494,Undirected,2468,,,6
61,526,Undirected,2469,,,4
61,528,Undirected,2470,,,20
61,547,Undirected,2471,,,36
61,559,Undirected,2472,,,30
61,568,Undirected,2473,,,6
61,588,Undirected,2474,,,172
61,605,Undirected,2475,,,2
61,607,Undirected,2476,,,7502
61,608,Undirected,2477,,,2
61,609,Undirected,2478,,,20
61,657,Undirected,2479,,,2
61,679,Undirected,2480,,,4
61,683,Undirected,2481,,,4
61,701,Undirected,2482,,,4
61,708,Undirected,2483,,,18
61,709,Undirected,2484,,,12
61,713,Undirected,2485,,,6
61,722,Undirected,2486,,,2
61,727,Undirected,2487,,,28
61,729,Undirected,2488,,,6
61,737,Undirected,2489,,,36
61,738,Undirected,2490,,,992
61,741,Undirected,2491,,,2
61,743,Undirected,2492,,,2
61,770,Undirected,2493,,,6
61,776,Undirected,2494,,,2
61,782,Undirected,2495,,,6
61,797,Undirected,2496,,,2
61,807,Undirected,2497,,,22
61,820,Undirected,2498,,,6
61,827,Undirected,2499,,,26
61,829,Undirected,2500,,,2
61,872,Undirected,2501,,,14
61,877,Undirected,2502,,,12
61,894,Undirected,2503,,,192
61,947,Undirected,2504,,,6
61,952,Undirected,2505,,,4
61,955,Undirected,2506,,,36
61,991,Undirected,2507,,,48
61,994,Undirected,2508,,,8
62,109,Undirected,2510,,,54
63,109,Undirected,2512,,,42
64,86,Undirected,2517,,,314
64,95,Undirected,2518,,,2126
64,109,Undirected,2519,,,51628
64,124,Undirected,2520,,,2
64,183,Undirected,2521,,,2
64,305,Undirected,2522,,,380
64,406,Undirected,2523,,,1672
64,452,Undirected,2524,,,100
64,459,Undirected,2525,,,464
64,475,Undirected,2526,,,488
64,533,Undirected,2527,,,10
64,588,Undirected,2528,,,28
64,608,Undirected,2529,,,10
64,738,Undirected,2530,,,1186
64,743,Undirected,2531,,,2
64,930,Undirected,2532,,,132
65,86,Undirected,2543,,,236
65,87,Undirected,2544,,,2
65,94,Undirected,2545,,,2
65,95,Undirected,2546,,,1112
65,96,Undirected,2547,,,2
65,103,Undirected,2548,,,4
65,109,Undirected,2549,,,226
65,118,Undirected,2550,,,232
65,124,Undirected,2551,,,12
65,135,Undirected,2552,,,4
65,146,Undirected,2553,,,44
65,155,Undirected,2554,,,42
65,156,Undirected,2555,,,702
65,186,Undirected,2556,,,4
65,230,Undirected,2557,,,22
65,273,Undirected,2558,,,4
65,278,Undirected,2559,,,2
65,288,Undirected,2560,,,2
65,291,Undirected,2561,,,1030
65,305,Undirected,2562,,,98
65,313,Undirected,2563,,,2
65,317,Undirected,2564,,,6
65,344,Undirected,2565,,,16
65,375,Undirected,2566,,,554
65,391,Undirected,2567,,,2
65,406,Undirected,2568,,,70
65,420,Undirected,2569,,,2
65,443,Undirected,2570,,,2
65,447,Undirected,2571,,,6
65,459,Undirected,2572,,,148
65,469,Undirected,2573,,,1100
65,475,Undirected,2574,,,8
65,494,Undirected,2575,,,16
65,503,Undirected,2576,,,2
65,508,Undirected,2577,,,8
65,517,Undirected,2578,,,52
65,518,Undirected,2579,,,2
65,526,Undirected,2580,,,24
65,533,Undirected,2581,,,2
65,546,Undirected,2582,,,2
65,547,Undirected,2583,,,24
65,564,Undirected,2584,,,4
65,568,Undirected,2585,,,2
65,586,Undirected,2586,,,2
65,588,Undirected,2587,,,130
65,605,Undirected,2588,,,4
65,609,Undirected,2589,,,12
65,655,Undirected,2590,,,2
65,672,Undirected,2591,,,80
65,679,Undirected,2592,,,2
65,689,Undirected,2593,,,2
65,708,Undirected,2594,,,16
65,709,Undirected,2595,,,2
65,713,Undirected,2596,,,2
65,727,Undirected,2597,,,8
65,729,Undirected,2598,,,14
65,737,Undirected,2599,,,48
65,739,Undirected,2600,,,4
65,741,Undirected,2601,,,4
65,742,Undirected,2602,,,2
65,743,Undirected,2603,,,2
65,751,Undirected,2604,,,4
65,766,Undirected,2605,,,4
65,787,Undirected,2606,,,2
65,795,Undirected,2607,,,2
65,802,Undirected,2608,,,6
65,807,Undirected,2609,,,4
65,827,Undirected,2610,,,14
65,829,Undirected,2611,,,4
65,872,Undirected,2612,,,48
65,874,Undirected,2613,,,2
65,877,Undirected,2614,,,14
65,954,Undirected,2615,,,69448
65,955,Undirected,2616,,,62
65,956,Undirected,2617,,,32
65,963,Undirected,2618,,,2
65,967,Undirected,2619,,,4
65,976,Undirected,2620,,,2
65,991,Undirected,2621,,,16
65,993,Undirected,2622,,,2
71,75,Undirected,2633,,,280958
71,95,Undirected,2634,,,94762
71,97,Undirected,2635,,,5922
71,103,Undirected,2636,,,234
71,109,Undirected,2637,,,25016
71,118,Undirected,2638,,,973636
71,156,Undirected,2639,,,160004
71,313,Undirected,2640,,,294
71,344,Undirected,2641,,,180
71,375,Undirected,2642,,,138626
71,432,Undirected,2643,,,206098
71,447,Undirected,2644,,,4220
71,588,Undirected,2645,,,1306
71,609,Undirected,2646,,,1966
71,672,Undirected,2647,,,666
71,727,Undirected,2648,,,1080
71,955,Undirected,2649,,,1276
71,965,Undirected,2650,,,390
71,991,Undirected,2651,,,1142
74,109,Undirected,2652,,,4
74,510,Undirected,2653,,,6538
75,86,Undirected,2668,,,16
75,95,Undirected,2669,,,4378010
75,97,Undirected,2670,,,241946
75,104,Undirected,2671,,,80162
75,109,Undirected,2672,,,465416
75,118,Undirected,2673,,,4069796
75,124,Undirected,2674,,,21872
75,129,Undirected,2675,,,93304
75,135,Undirected,2676,,,102
75,142,Undirected,2677,,,41756
75,146,Undirected,2678,,,208630
75,156,Undirected,2679,,,103874
75,177,Undirected,2680,,,1775886
75,205,Undirected,2681,,,30660
75,313,Undirected,2682,,,626
75,335,Undirected,2683,,,1024932
75,339,Undirected,2684,,,846
75,375,Undirected,2685,,,286232
75,406,Undirected,2686,,,5350
75,420,Undirected,2687,,,52448
75,432,Undirected,2688,,,257036
75,434,Undirected,2689,,,1003908
75,452,Undirected,2690,,,51888
75,459,Undirected,2691,,,158112
75,475,Undirected,2692,,,24216
75,517,Undirected,2693,,,3800
75,547,Undirected,2694,,,23120
75,577,Undirected,2695,,,1070
75,588,Undirected,2696,,,112158
75,655,Undirected,2697,,,33282
75,672,Undirected,2698,,,7484
75,679,Undirected,2699,,,12
75,690,Undirected,2700,,,652
75,708,Undirected,2701,,,3832
75,709,Undirected,2702,,,1756
75,713,Undirected,2703,,,232
75,727,Undirected,2704,,,6222
75,737,Undirected,2705,,,730
75,807,Undirected,2706,,,7932
75,827,Undirected,2707,,,4780
75,853,Undirected,2708,,,3832
75,872,Undirected,2709,,,1070
75,877,Undirected,2710,,,988
75,894,Undirected,2711,,,3394
75,955,Undirected,2712,,,9708
75,991,Undirected,2713,,,37770
77,91,Undirected,2714,,,29133240
77,246,Undirected,2715,,,28642320384
77,308,Undirected,2716,,,36085186560
77,394,Undirected,2717,,,26974709760
77,422,Undirected,2718,,,2192640
78,109,Undirected,2720,,,672
78,156,Undirected,2721,,,28
78,344,Undirected,2722,,,670
78,588,Undirected,2723,,,670
79,109,Undirected,2724,,,2
79,715,Undirected,2725,,,6
80,86,Undirected,2733,,,100928
80,97,Undirected,2734,,,31686
80,101,Undirected,2735,,,92358
80,104,Undirected,2736,,,91468
80,109,Undirected,2737,,,6
80,305,Undirected,2738,,,1430682
80,313,Undirected,2739,,,28
80,327,Undirected,2740,,,80
80,339,Undirected,2741,,,454
80,475,Undirected,2742,,,818818
80,676,Undirected,2743,,,143974
80,741,Undirected,2744,,,189110
80,827,Undirected,2745,,,48649028
81,109,Undirected,2748,,,5810
81,146,Undirected,2749,,,179381504
84,213,Undirected,2752,,,275345760
84,375,Undirected,2753,,,963270
84,727,Undirected,2754,,,462
84,735,Undirected,2755,,,2219723520
85,109,Undirected,2757,,,2
86,88,Undirected,2777,,,30290
86,95,Undirected,2778,,,210990
86,97,Undirected,2779,,,387378
86,101,Undirected,2780,,,126556
86,103,Undirected,2781,,,42
86,104,Undirected,2782,,,330120
86,109,Undirected,2783,,,11612
86,118,Undirected,2784,,,63228
86,124,Undirected,2785,,,6934
86,143,Undirected,2786,,,84132
86,146,Undirected,2787,,,45214
86,156,Undirected,2788,,,22320
86,177,Undirected,2789,,,80924
86,205,Undirected,2790,,,1020
86,209,Undirected,2791,,,26320
86,216,Undirected,2792,,,12
86,230,Undirected,2793,,,62
86,232,Undirected,2794,,,5372
86,278,Undirected,2795,,,4
86,291,Undirected,2796,,,28104
86,303,Undirected,2797,,,78644
86,305,Undirected,2798,,,29120
86,313,Undirected,2799,,,57936
86,335,Undirected,2800,,,528
86,339,Undirected,2801,,,246113120
86,344,Undirected,2802,,,370
86,350,Undirected,2803,,,30
86,356,Undirected,2804,,,116
86,375,Undirected,2805,,,6754
86,406,Undirected,2806,,,141168
86,432,Undirected,2807,,,1954
86,434,Undirected,2808,,,32
86,447,Undirected,2809,,,228
86,452,Undirected,2810,,,8040
86,459,Undirected,2811,,,28430
86,463,Undirected,2812,,,48
86,467,Undirected,2813,,,48
86,469,Undirected,2814,,,900026
86,471,Undirected,2815,,,300120
86,475,Undirected,2816,,,2677306
86,483,Undirected,2817,,,3294
86,484,Undirected,2818,,,40
86,494,Undirected,2819,,,14
86,503,Undirected,2820,,,10
86,504,Undirected,2821,,,6
86,505,Undirected,2822,,,10
86,513,Undirected,2823,,,24
86,517,Undirected,2824,,,340932
86,526,Undirected,2825,,,418
86,533,Undirected,2826,,,48
86,547,Undirected,2827,,,694
86,564,Undirected,2828,,,8
86,568,Undirected,2829,,,12
86,577,Undirected,2830,,,6
86,588,Undirected,2831,,,1630
86,608,Undirected,2832,,,194
86,609,Undirected,2833,,,84
86,615,Undirected,2834,,,10
86,656,Undirected,2835,,,16100
86,664,Undirected,2836,,,1672
86,672,Undirected,2837,,,62
86,676,Undirected,2838,,,8440
86,679,Undirected,2839,,,4
86,681,Undirected,2840,,,15950
86,689,Undirected,2841,,,10
86,701,Undirected,2842,,,8
86,708,Undirected,2843,,,40
86,709,Undirected,2844,,,12
86,713,Undirected,2845,,,96
86,718,Undirected,2846,,,493800
86,720,Undirected,2847,,,6072
86,727,Undirected,2848,,,52
86,729,Undirected,2849,,,24
86,737,Undirected,2850,,,308
86,739,Undirected,2851,,,56
86,741,Undirected,2852,,,260994
86,743,Undirected,2853,,,16
86,751,Undirected,2854,,,4
86,765,Undirected,2855,,,8
86,766,Undirected,2856,,,222264
86,769,Undirected,2857,,,34296
86,771,Undirected,2858,,,22
86,773,Undirected,2859,,,34
86,776,Undirected,2860,,,8
86,777,Undirected,2861,,,20182
86,782,Undirected,2862,,,72
86,797,Undirected,2863,,,10
86,798,Undirected,2864,,,140
86,802,Undirected,2865,,,22
86,817,Undirected,2866,,,8
86,827,Undirected,2867,,,509890
86,829,Undirected,2868,,,28
86,836,Undirected,2869,,,75904
86,849,Undirected,2870,,,22
86,853,Undirected,2871,,,14
86,870,Undirected,2872,,,60592
86,872,Undirected,2873,,,1104
86,884,Undirected,2874,,,7820
86,886,Undirected,2875,,,4
86,894,Undirected,2876,,,22
86,930,Undirected,2877,,,59902
86,938,Undirected,2878,,,4
86,943,Undirected,2879,,,28
86,955,Undirected,2880,,,750
86,956,Undirected,2881,,,16
86,967,Undirected,2882,,,8
86,968,Undirected,2883,,,4
86,981,Undirected,2884,,,4
86,991,Undirected,2885,,,38
86,993,Undirected,2886,,,4
87,109,Undirected,2891,,,492480
87,420,Undirected,2892,,,2
87,459,Undirected,2893,,,148
87,526,Undirected,2894,,,19938
87,547,Undirected,2895,,,18
87,564,Undirected,2896,,,19936
87,588,Undirected,2897,,,492464
88,95,Undirected,2906,,,1841348
88,97,Undirected,2907,,,154512960
88,109,Undirected,2908,,,542076
88,118,Undirected,2909,,,2239714
88,124,Undirected,2910,,,17040
88,126,Undirected,2911,,,4937746
88,155,Undirected,2912,,,1322112
88,156,Undirected,2913,,,1650602
88,291,Undirected,2914,,,532948
88,322,Undirected,2915,,,1248
88,344,Undirected,2916,,,203346
88,356,Undirected,2917,,,199720
88,374,Undirected,2918,,,6132
88,383,Undirected,2919,,,493196
88,432,Undirected,2920,,,751084
88,447,Undirected,2921,,,187058
88,471,Undirected,2922,,,627704
88,495,Undirected,2923,,,1031228
88,547,Undirected,2924,,,245536
88,588,Undirected,2925,,,414504
88,609,Undirected,2926,,,6416
88,713,Undirected,2927,,,1608
88,727,Undirected,2928,,,178032
88,737,Undirected,2929,,,5140
88,743,Undirected,2930,,,1238
88,808,Undirected,2931,,,31748628
88,849,Undirected,2932,,,8212
88,955,Undirected,2933,,,89672
88,981,Undirected,2934,,,3268
88,991,Undirected,2935,,,2055488
89,109,Undirected,2936,,,2
89,447,Undirected,2937,,,4
91,246,Undirected,2939,,,13383932928
91,308,Undirected,2940,,,5066776
91,394,Undirected,2941,,,7645768
91,422,Undirected,2942,,,21145579520
92,109,Undirected,2943,,,2
93,104,Undirected,2948,,,64
93,109,Undirected,2949,,,336
93,135,Undirected,2950,,,2
93,339,Undirected,2951,,,404
93,344,Undirected,2952,,,2
93,432,Undirected,2953,,,14
93,547,Undirected,2954,,,2
93,588,Undirected,2955,,,300
93,609,Undirected,2956,,,4
93,727,Undirected,2957,,,6
93,777,Undirected,2958,,,60
94,95,Undirected,2969,,,454
94,97,Undirected,2970,,,6940
94,98,Undirected,2971,,,2
94,101,Undirected,2972,,,50
94,109,Undirected,2973,,,208
94,118,Undirected,2974,,,10
94,124,Undirected,2975,,,6
94,129,Undirected,2976,,,2
94,135,Undirected,2977,,,4
94,143,Undirected,2978,,,830
94,165,Undirected,2979,,,2
94,166,Undirected,2980,,,1488
94,177,Undirected,2981,,,638
94,282,Undirected,2982,,,2
94,291,Undirected,2983,,,12
94,313,Undirected,2984,,,2
94,344,Undirected,2985,,,28
94,432,Undirected,2986,,,6
94,447,Undirected,2987,,,4
94,459,Undirected,2988,,,52
94,494,Undirected,2989,,,2
94,530,Undirected,2990,,,42
94,533,Undirected,2991,,,10
94,544,Undirected,2992,,,2
94,547,Undirected,2993,,,8
94,568,Undirected,2994,,,2
94,588,Undirected,2995,,,68
94,609,Undirected,2996,,,8
94,679,Undirected,2997,,,2
94,701,Undirected,2998,,,28
94,708,Undirected,2999,,,2
94,727,Undirected,3000,,,2
94,729,Undirected,3001,,,2
94,737,Undirected,3002,,,40
94,739,Undirected,3003,,,2
94,757,Undirected,3004,,,2
94,791,Undirected,3005,,,2
94,797,Undirected,3006,,,2
94,827,Undirected,3007,,,22
94,859,Undirected,3008,,,2
94,872,Undirected,3009,,,4
94,877,Undirected,3010,,,4
94,967,Undirected,3011,,,4
94,991,Undirected,3012,,,4
94,993,Undirected,3013,,,4
94,997,Undirected,3014,,,2
95,96,Undirected,3039,,,3008
95,97,Undirected,3040,,,4286518
95,98,Undirected,3041,,,136
95,101,Undirected,3042,,,418172
95,103,Undirected,3043,,,4498
95,104,Undirected,3044,,,101810
95,106,Undirected,3045,,,25274
95,109,Undirected,3046,,,385140
95,110,Undirected,3047,,,690
95,118,Undirected,3048,,,5380262
95,124,Undirected,3049,,,16834
95,126,Undirected,3050,,,447736
95,129,Undirected,3051,,,1298
95,135,Undirected,3052,,,40070
95,142,Undirected,3053,,,2515010
95,143,Undirected,3054,,,611628
95,146,Undirected,3055,,,836510
95,149,Undirected,3056,,,318
95,155,Undirected,3057,,,598836
95,156,Undirected,3058,,,2203332
95,162,Undirected,3059,,,282
95,166,Undirected,3060,,,3166154
95,177,Undirected,3061,,,81324
95,179,Undirected,3062,,,5750272
95,180,Undirected,3063,,,552
95,183,Undirected,3064,,,6944
95,201,Undirected,3065,,,15740
95,205,Undirected,3066,,,66886
95,209,Undirected,3067,,,1893204
95,214,Undirected,3068,,,80
95,230,Undirected,3069,,,156312
95,232,Undirected,3070,,,77932
95,240,Undirected,3071,,,3200
95,241,Undirected,3072,,,17536
95,249,Undirected,3073,,,990
95,255,Undirected,3074,,,1902
95,264,Undirected,3075,,,160950
95,266,Undirected,3076,,,192
95,267,Undirected,3077,,,103896288
95,278,Undirected,3078,,,32
95,280,Undirected,3079,,,1592
95,282,Undirected,3080,,,160
95,284,Undirected,3081,,,97216320
95,288,Undirected,3082,,,2412
95,291,Undirected,3083,,,743832
95,295,Undirected,3084,,,174
95,303,Undirected,3085,,,83150
95,305,Undirected,3086,,,9484
95,313,Undirected,3087,,,2743272
95,315,Undirected,3088,,,174
95,317,Undirected,3089,,,88
95,326,Undirected,3090,,,928874
95,335,Undirected,3091,,,594
95,339,Undirected,3092,,,11953838
95,344,Undirected,3093,,,37248
95,350,Undirected,3094,,,2096
95,356,Undirected,3095,,,1548
95,357,Undirected,3096,,,9648
95,365,Undirected,3097,,,8
95,368,Undirected,3098,,,74233384
95,374,Undirected,3099,,,1020
95,375,Undirected,3100,,,4407080
95,383,Undirected,3101,,,31840
95,390,Undirected,3102,,,306
95,406,Undirected,3103,,,2380382
95,418,Undirected,3104,,,644
95,432,Undirected,3105,,,2254870
95,434,Undirected,3106,,,714
95,442,Undirected,3107,,,16
95,443,Undirected,3108,,,10860
95,447,Undirected,3109,,,45882
95,452,Undirected,3110,,,1674234
95,459,Undirected,3111,,,125554
95,469,Undirected,3112,,,535308
95,475,Undirected,3113,,,1702280
95,476,Undirected,3114,,,38
95,483,Undirected,3115,,,7706
95,494,Undirected,3116,,,6976
95,495,Undirected,3117,,,3921900
95,504,Undirected,3118,,,128
95,508,Undirected,3119,,,1392
95,516,Undirected,3120,,,1168
95,517,Undirected,3121,,,5277242
95,518,Undirected,3122,,,44
95,523,Undirected,3123,,,306
95,526,Undirected,3124,,,7004
95,533,Undirected,3125,,,290
95,536,Undirected,3126,,,4524
95,543,Undirected,3127,,,396
95,547,Undirected,3128,,,265016688
95,557,Undirected,3129,,,1764
95,559,Undirected,3130,,,1132
95,564,Undirected,3131,,,412
95,568,Undirected,3132,,,91458
95,584,Undirected,3133,,,8
95,588,Undirected,3134,,,187490
95,605,Undirected,3135,,,5772
95,608,Undirected,3136,,,1010
95,609,Undirected,3137,,,22458
95,655,Undirected,3138,,,4374
95,656,Undirected,3139,,,47472
95,657,Undirected,3140,,,848
95,660,Undirected,3141,,,8508880
95,664,Undirected,3142,,,99566
95,672,Undirected,3143,,,8618
95,676,Undirected,3144,,,1480562
95,679,Undirected,3145,,,1162
95,681,Undirected,3146,,,66062
95,682,Undirected,3147,,,72
95,683,Undirected,3148,,,16908
95,684,Undirected,3149,,,235972
95,686,Undirected,3150,,,4764
95,687,Undirected,3151,,,32
95,689,Undirected,3152,,,1022
95,691,Undirected,3153,,,38364
95,701,Undirected,3154,,,3904
95,708,Undirected,3155,,,7954
95,709,Undirected,3156,,,3364
95,713,Undirected,3157,,,7884
95,715,Undirected,3158,,,504
95,718,Undirected,3159,,,88724
95,720,Undirected,3160,,,198308
95,725,Undirected,3161,,,60
95,727,Undirected,3162,,,16380
95,729,Undirected,3163,,,6150
95,737,Undirected,3164,,,1221976
95,739,Undirected,3165,,,878
95,741,Undirected,3166,,,112370
95,743,Undirected,3167,,,710
95,765,Undirected,3168,,,392
95,771,Undirected,3169,,,2296
95,776,Undirected,3170,,,392
95,777,Undirected,3171,,,216032
95,782,Undirected,3172,,,4614
95,784,Undirected,3173,,,24181118
95,786,Undirected,3174,,,31936262
95,787,Undirected,3175,,,90
95,791,Undirected,3176,,,100
95,793,Undirected,3177,,,165132
95,795,Undirected,3178,,,310
95,797,Undirected,3179,,,174
95,798,Undirected,3180,,,78
95,800,Undirected,3181,,,8
95,802,Undirected,3182,,,304
95,807,Undirected,3183,,,9518
95,808,Undirected,3184,,,15062950
95,809,Undirected,3185,,,6432
95,814,Undirected,3186,,,354
95,815,Undirected,3187,,,4846
95,817,Undirected,3188,,,392
95,827,Undirected,3189,,,27600
95,829,Undirected,3190,,,7478
95,836,Undirected,3191,,,9276
95,849,Undirected,3192,,,60
95,853,Undirected,3193,,,8510
95,859,Undirected,3194,,,1394
95,865,Undirected,3195,,,3008
95,866,Undirected,3196,,,1216
95,872,Undirected,3197,,,11764
95,874,Undirected,3198,,,260
95,877,Undirected,3199,,,53418
95,884,Undirected,3200,,,12898
95,885,Undirected,3201,,,22208
95,886,Undirected,3202,,,8778
95,894,Undirected,3203,,,2520
95,895,Undirected,3204,,,742868
95,910,Undirected,3205,,,1722
95,917,Undirected,3206,,,38235224
95,930,Undirected,3207,,,181100
95,938,Undirected,3208,,,352
95,939,Undirected,3209,,,656
95,940,Undirected,3210,,,1600452
95,943,Undirected,3211,,,267294
95,952,Undirected,3212,,,514
95,953,Undirected,3213,,,78858
95,955,Undirected,3214,,,24128
95,963,Undirected,3215,,,1054
95,965,Undirected,3216,,,820
95,967,Undirected,3217,,,8396
95,990,Undirected,3218,,,60
95,991,Undirected,3219,,,39794
95,993,Undirected,3220,,,192
95,994,Undirected,3221,,,2752
95,996,Undirected,3222,,,60
95,997,Undirected,3223,,,6
96,109,Undirected,3230,,,10
96,124,Undirected,3231,,,4
96,186,Undirected,3232,,,2
96,313,Undirected,3233,,,2
96,344,Undirected,3234,,,6
96,475,Undirected,3235,,,8
96,518,Undirected,3236,,,2
96,526,Undirected,3237,,,4
96,547,Undirected,3238,,,4
96,586,Undirected,3239,,,2
96,588,Undirected,3240,,,2
96,672,Undirected,3241,,,2
96,679,Undirected,3242,,,2
96,708,Undirected,3243,,,2
96,729,Undirected,3244,,,2
96,737,Undirected,3245,,,8
96,743,Undirected,3246,,,2
96,807,Undirected,3247,,,2
96,827,Undirected,3248,,,4
96,829,Undirected,3249,,,4
96,853,Undirected,3250,,,2
96,877,Undirected,3251,,,2
96,932,Undirected,3252,,,282
96,952,Undirected,3253,,,2
96,955,Undirected,3254,,,2
97,101,Undirected,3278,,,183432
97,103,Undirected,3279,,,664
97,104,Undirected,3280,,,30840
97,108,Undirected,3281,,,1140
97,109,Undirected,3282,,,125928
97,118,Undirected,3283,,,1365234
97,124,Undirected,3284,,,410
97,126,Undirected,3285,,,12814718
97,129,Undirected,3286,,,3204
97,143,Undirected,3287,,,19260398
97,146,Undirected,3288,,,3619016
97,156,Undirected,3289,,,89136
97,166,Undirected,3290,,,1786908
97,177,Undirected,3291,,,1075556
97,183,Undirected,3292,,,20
97,193,Undirected,3293,,,136
97,209,Undirected,3294,,,16
97,214,Undirected,3295,,,2
97,216,Undirected,3296,,,181986
97,230,Undirected,3297,,,5086
97,254,Undirected,3298,,,18904
97,255,Undirected,3299,,,18
97,264,Undirected,3300,,,294706
97,273,Undirected,3301,,,166
97,288,Undirected,3302,,,2
97,289,Undirected,3303,,,14722
97,291,Undirected,3304,,,1895214
97,303,Undirected,3305,,,95474
97,304,Undirected,3306,,,238
97,305,Undirected,3307,,,6170
97,313,Undirected,3308,,,39462
97,324,Undirected,3309,,,998
97,326,Undirected,3310,,,8500292
97,339,Undirected,3311,,,16774
97,344,Undirected,3312,,,1412
97,349,Undirected,3313,,,24
97,375,Undirected,3314,,,859566
97,395,Undirected,3315,,,12950
97,406,Undirected,3316,,,1594470
97,432,Undirected,3317,,,153226
97,439,Undirected,3318,,,160
97,441,Undirected,3319,,,5698680
97,447,Undirected,3320,,,25364
97,452,Undirected,3321,,,1232
97,459,Undirected,3322,,,90914
97,467,Undirected,3323,,,33985980
97,469,Undirected,3324,,,16800
97,475,Undirected,3325,,,874372
97,494,Undirected,3326,,,1516
97,495,Undirected,3327,,,27100478
97,508,Undirected,3328,,,16
97,517,Undirected,3329,,,1411970
97,526,Undirected,3330,,,426
97,529,Undirected,3331,,,1412
97,536,Undirected,3332,,,6
97,547,Undirected,3333,,,7018
97,550,Undirected,3334,,,20
97,564,Undirected,3335,,,16
97,568,Undirected,3336,,,252
97,575,Undirected,3337,,,21724192
97,577,Undirected,3338,,,20
97,579,Undirected,3339,,,5336
97,588,Undirected,3340,,,27880
97,597,Undirected,3341,,,5470
97,605,Undirected,3342,,,1140
97,609,Undirected,3343,,,3980
97,655,Undirected,3344,,,4
97,656,Undirected,3345,,,3222
97,664,Undirected,3346,,,255332
97,672,Undirected,3347,,,7594
97,676,Undirected,3348,,,149846
97,679,Undirected,3349,,,500
97,681,Undirected,3350,,,84
97,683,Undirected,3351,,,4796
97,684,Undirected,3352,,,862
97,689,Undirected,3353,,,16
97,701,Undirected,3354,,,2104
97,708,Undirected,3355,,,1510
97,718,Undirected,3356,,,2126
97,727,Undirected,3357,,,26560
97,737,Undirected,3358,,,14410
97,741,Undirected,3359,,,70938
97,766,Undirected,3360,,,501082
97,777,Undirected,3361,,,44056
97,795,Undirected,3362,,,88
97,797,Undirected,3363,,,86
97,807,Undirected,3364,,,150
97,809,Undirected,3365,,,262
97,814,Undirected,3366,,,36
97,827,Undirected,3367,,,357486
97,829,Undirected,3368,,,14
97,836,Undirected,3369,,,4658
97,842,Undirected,3370,,,36
97,849,Undirected,3371,,,2100
97,853,Undirected,3372,,,202
97,866,Undirected,3373,,,512
97,872,Undirected,3374,,,18880
97,877,Undirected,3375,,,1674
97,884,Undirected,3376,,,220
97,909,Undirected,3377,,,41380
97,912,Undirected,3378,,,2822744
97,930,Undirected,3379,,,2858398
97,952,Undirected,3380,,,144
97,955,Undirected,3381,,,366
97,956,Undirected,3382,,,12
97,965,Undirected,3383,,,2827360
97,976,Undirected,3384,,,260
97,991,Undirected,3385,,,262184
97,993,Undirected,3386,,,358
97,997,Undirected,3387,,,1094
98,109,Undirected,3395,,,114
98,118,Undirected,3396,,,54
98,156,Undirected,3397,,,10
98,230,Undirected,3398,,,16
98,281,Undirected,3399,,,380
98,432,Undirected,3400,,,26
98,447,Undirected,3401,,,4
98,452,Undirected,3402,,,192
98,475,Undirected,3403,,,8
98,588,Undirected,3404,,,40
98,609,Undirected,3405,,,12
98,682,Undirected,3406,,,2
