actor_id	rank
7156	2.917606312064218e-08
7167	1.7517370677380122e-08
7181	1.540509048054115e-08
7215	2.5862862988360478e-08
7226	1.7481436196153448e-08
7227	2.0902318798598968e-08
7229	1.3479851894534784e-08
7248	1.8805565904000555e-08
7265	2.4058589057020314e-08
7280	1.3343577413563558e-07
7288	1.6823492678139308e-08
7334	1.9819225416603202e-08
7341	3.300973626614814e-08
7370	1.7512759835197262e-08
7371	2.2291603481701954e-08
7396	9.172284464961602e-08
7400	2.344385619343465e-08
7403	1.3479851894534784e-08
7414	1.3479851894534784e-08
7449	2.3424704219502773e-08
7477	2.721990093211905e-08
7499	1.780235892485063e-08
7536	1.6453261637588072e-08
7537	4.211929328632503e-08
7541	2.78740097214017e-08
7569	2.192191867636576e-08
7595	1.69241445440603e-08
7659	4.3593632526195576e-08
7724	1.7226689194945804e-08
7736	2.2868436484184636e-08
7740	2.517147090138646e-08
7751	5.1894309684861744e-08
7757	2.8852647513742337e-08
7790	1.6617154614844698e-08
7821	3.9797760980967616e-08
7851	3.260519794336989e-08
7908	2.417063908061251e-08
7911	2.1292937730057635e-08
7993	1.8293193302855015e-08
8034	1.8013997431873235e-08
8048	1.5301426882371548e-08
8052	3.55847945081317e-08
8068	1.3479851894534784e-08
8073	1.786717539833467e-07
8100	2.3146192562175763e-08
8102	1.714900514982785e-08
8110	1.5680719711539125e-08
8132	2.0207949027598598e-08
8140	1.55474739802842e-08
8156	1.7206441111804726e-08
8157	1.3479851894534784e-08
8207	4.4492852535685976e-08
8210	2.4040852891846326e-08
8218	1.6055888004462013e-08
8245	2.5872402237373566e-08
8324	2.9461372002460076e-08
8330	2.0424547648045622e-08
8360	1.3479851894534784e-08
8379	1.9074460632232704e-08
8381	1.3479851894534784e-08
8387	1.8447137106997444e-08
8392	1.5832096204875796e-08
8434	3.068949289727401e-08
8445	1.3479851894534784e-08
8448	1.976063070403689e-08
8460	1.835277422235785e-07
8461	1.3479851894534784e-08
8463	9.705733208654323e-08
8465	1.3479851894534784e-08
8467	1.3479851894534784e-08
8519	1.599218281428617e-08
8552	1.8240215416303815e-08
8579	2.0360704601455058e-08
8588	2.2049590590132418e-08
8599	3.131577488798288e-08
8616	2.3036701001600234e-08
8631	2.87680631544028e-08
8647	2.3602817194845415e-08
8654	1.6485608313794394e-08
8687	2.2980738408072054e-08
8706	2.4635176136172956e-08
8739	2.1619128086690538e-08
8752	1.6323352056696173e-08
8780	1.3479851894534784e-08
8839	2.779585799082591e-08
8851	1.5746938574036533e-08
8911	5.309995698951493e-08
8921	1.3479851894534784e-08
8957	2.792763218256064e-08
8965	2.971884263148175e-08
8990	1.5980017332747275e-08
9012	1.3479851894534784e-08
9030	2.495195664738251e-08
9111	1.6345055473193195e-08
9132	6.34062636614602e-08
9152	1.636843893419047e-08
9209	1.3479851894534784e-08
9212	1.499891267919762e-08
9213	3.449477883151041e-08
9230	1.9401220081758512e-08
9265	1.7488427811442897e-08
9287	2.3356204403183643e-08
9293	2.9624683350469448e-08
9332	1.6339608381203896e-08
9347	2.490577262314443e-08
9367	2.4130882498480357e-08
9381	4.161941324265531e-08
9383	2.709479602606706e-08
9426	1.5579034731489124e-08
9451	1.8167347575289274e-08
9466	1.8161015511065185e-08
9497	1.6190603855059893e-08
9519	7.988393539742191e-08
9541	2.182634996118649e-08
9558	1.9118112704080612e-08
9563	2.2412330166391124e-08
9582	4.024083777111208e-08
9599	1.3479851894534784e-08
9611	2.877980656212549e-08
9681	2.3197274463626714e-08
9707	1.3479851894534784e-08
9766	4.207955684087139e-08
9827	1.6141613348005216e-08
9832	1.3479851894534784e-08
9835	1.3246983396819026e-07
9868	4.987499826048883e-08
9888	2.0145712820141244e-08
9895	2.0650924841052732e-07
9900	2.3170083657861888e-08
9906	1.6267761377836235e-08
9912	1.7501692665530116e-08
9917	4.4431555444738776e-08
9953	1.3479851894534784e-08
9955	1.3479851894534784e-08
9973	5.395798391878006e-08
9993	2.722623616007441e-08
10018	2.0078818371467416e-08
10019	2.3484738117234724e-08
10111	2.6458522915512274e-08
10135	2.331609363430471e-08
10141	3.16194858093432e-08
10144	3.265146939555106e-08
10151	4.3943952558734806e-08
10152	2.0915185516582702e-08
10190	3.701388406839353e-08
10196	2.2636395250856704e-08
10217	3.617133916216854e-08
10236	2.4317666123352266e-08
10246	2.673414818300846e-08
10247	1.3479851894534784e-08
10279	1.7295355346335574e-08
10311	1.7632035526282862e-08
10401	1.8389492202208028e-08
10508	2.05762861141167e-08
10514	1.3479851894534784e-08
10515	2.8152176218770498e-08
10544	3.440770356708443e-08
10550	2.192987469692399e-08
10602	2.8777501780939748e-08
10608	1.6728903912155268e-08
10621	1.697353644843528e-08
10627	2.7410860248817094e-08
10643	2.0896753919988248e-08
10666	5.756239999550728e-08
10675	2.6508173467992725e-08
10679	2.667760061714274e-08
10766	2.9605331567137877e-08
10806	1.7280973080282116e-08
10812	2.3084794841255873e-08
10818	4.32862041450528e-08
10819	2.3809457702996412e-08
10874	3.140514595063126e-08
10898	1.3479851894534784e-08
10900	1.3479851894534784e-08
10974	1.3479851894534784e-08
10999	1.615655059860784e-08
11024	1.6220380520279973e-08
11025	1.3479851894534784e-08
11030	1.876659819543616e-08
11073	1.646178573100282e-08
11074	2.0236591990398587e-08
11095	1.3479851894534784e-08
11214	2.358200787314888e-08
11253	2.5834598674117273e-08
11285	1.5337639745006028e-08
11287	3.596855013870005e-08
11307	2.909791633008416e-08
11321	1.6589348522520886e-08
11348	1.3479851894534784e-08
11361	2.6760738287042517e-07
11367	2.0897813646298152e-08
11398	3.165416769956866e-08
11399	1.3479851894534784e-08
11400	2.518253122573788e-08
11417	2.7317884262621486e-08
11428	1.67417097995091e-08
11440	1.933567794888555e-08
11460	1.3479851894534784e-08
11484	2.965302580608191e-08
11499	2.403053228392345e-08
11504	1.8224735485659374e-08
11512	1.3582643515504303e-07
11513	1.604338847037748e-08
11521	1.7335744854372417e-08
11544	7.752099983825789e-08
11567	1.8525867977190138e-08
11575	1.3479851894534784e-08
11589	1.6641075836001234e-08
11602	3.706882728785373e-08
11627	2.816619339321649e-08
11673	1.950514651030659e-08
11710	2.4061251685344115e-08
11747	2.620278082935186e-08
11753	1.3479851894534784e-08
11782	1.3479851894534784e-08
11801	4.745610640318093e-08
11835	1.6010388371213222e-08
11849	1.7679343748451348e-08
11857	2.995923277848428e-08
11864	1.0715174343455472e-07
11865	2.1372460235602607e-08
11875	2.3798210642823614e-08
11878	1.656957319173236e-08
11917	1.5979100762678325e-08
11964	1.3479851894534784e-08
11976	2.073096711994037e-08
11988	3.026390844886905e-08
12072	1.569974585075824e-08
12117	1.3479851894534784e-08
12124	1.4949885512055413e-07
12149	2.1406495609864273e-08
12150	1.756437262361856e-08
12152	1.494806817648299e-08
12155	2.5232820970544817e-08
12164	2.8693530262576317e-08
12192	1.3479851894534784e-08
12235	1.3479851894534784e-08
12266	2.0505668340421044e-08
12283	4.936058664584822e-08
12291	4.470171892815331e-08
12301	4.417197788569821e-08
12306	1.3479851894534784e-08
12345	1.3479851894534784e-08
12363	1.7542713256334207e-08
12394	1.7657964611531752e-08
12426	1.3479851894534784e-08
12428	2.3822753115676442e-08
12431	7.847702878694859e-08
12435	2.654852108244678e-08
12439	1.3479851894534784e-08
12496	1.7668211368494333e-08
12539	1.1050185241025916e-07
12553	3.089423079059153e-08
12568	1.5292109618802885e-08
12571	1.7721704072213926e-08
12575	8.276019464184424e-08
12581	1.3479851894534784e-08
12584	2.51315865381098e-08
12637	8.672555177186745e-08
12642	1.9036819506253744e-08
12669	1.7376989017980856e-08
12671	1.3479851894534784e-08
12688	1.5152822441992935e-08
12789	1.3479851894534784e-08
12805	1.3479851894534784e-08
12824	1.87102963354333e-08
12833	3.5870345314754284e-08
12923	9.281672352832534e-08
12932	3.4011203956020095e-08
12936	2.5055745693821744e-08
12992	4.5470891554133724e-08
12997	1.614818290222304e-08
13026	9.813773290110722e-08
13040	1.3479851894534784e-08
13096	2.4198649953134198e-08
13122	2.282927661021177e-08
13203	4.5466326633982115e-08
13209	1.9513517073379143e-08
13220	2.7128109855451937e-08
13248	2.6151680152809993e-08
13300	3.6649905522615107e-08
13301	2.1333034492196328e-08
13312	2.5002870271542445e-08
13327	1.3479851894534784e-08
13347	2.876488396033361e-08
13387	4.0305773870402726e-08
13400	2.6179101313274158e-08
13423	2.8060778327208372e-08
13445	1.5941525355693155e-08
13452	1.706825741545487e-08
13502	2.835471751627821e-08
13503	1.631735715264622e-08
13508	2.269606008421024e-08
13551	2.3103767211574485e-08
13562	1.7421987778968514e-08
13564	4.153347119512472e-08
13633	1.5934236694157514e-08
13697	1.3479851894534784e-08
13713	1.6665238621348305e-08
13717	2.2945110525441828e-08
13718	1.913740238614343e-08
13743	1.7821814605993833e-08
13744	1.580850037639675e-08
13806	1.3479851894534784e-08
13816	5.860038516373757e-08
13838	3.063712655717471e-08
13877	1.9592906535126152e-08
13952	1.851161653603557e-08
13959	2.2975170766481246e-08
13969	4.5078947308493683e-08
13972	1.5946789969439365e-08
13994	1.6535584297158993e-08
13995	1.732378269659212e-08
14009	1.9409362487732696e-08
14028	2.150361575647291e-07
14097	3.336160674451487e-08
14172	1.7366737246130128e-07
14175	3.003171285403884e-08
14237	1.527162692080802e-08
14242	1.7278412426158558e-08
14244	1.9251872484929272e-08
14278	1.7578437714919062e-08
14287	1.3479851894534784e-08
14294	2.6089037209636384e-08
14321	2.555360309576476e-08
14349	6.375487523362724e-08
14386	1.9492750026134604e-08
14387	2.051642973099313e-08
14406	2.4678246074579934e-08
14410	2.7550950651065387e-08
14412	1.3479851894534784e-08
14461	4.145116322709999e-08
14483	1.3479851894534784e-08
14493	3.191529502835116e-08
14539	1.2009593886083162e-07
14540	1.58223004249176e-08
14606	6.896278410384982e-08
14610	1.9190708767177814e-08
14639	1.5970049133144248e-08
14644	3.250588144064805e-08
14649	1.7234705445271404e-08
14680	1.3479851894534784e-08
14689	1.3479851894534784e-08
14730	1.7188938851839015e-08
14798	1.3479851894534784e-08
14808	1.84552166279303e-08
14872	2.5904890883226645e-07
14922	1.6619300392895337e-08
14930	2.723393069337276e-08
15000	2.741151138858685e-08
15001	2.6406221699752307e-08
15024	1.6689320814708745e-08
15027	2.6017018389022565e-08
15072	2.8112044151055182e-08
15082	3.491611425333915e-08
15092	2.4154059387343966e-08
15102	1.811619220492434e-08
15162	2.2129214666456473e-08
15182	2.325148104588308e-08
15199	1.563268985745945e-08
15209	1.535338616713364e-08
15224	1.564648098285769e-08
15332	1.7424905118577706e-08
15348	2.5167453528202693e-08
15364	1.6641374895206815e-08
15377	2.022674767812204e-08
15484	1.7573685623605327e-08
15487	1.3479851894534784e-08
15543	1.686372854421084e-08
15545	1.6723410765134045e-08
15551	1.6120844925213558e-08
15606	1.8988555905859722e-08
15608	2.6485887053408227e-08
15609	1.7245459165494413e-08
15615	3.565960961153523e-08
15618	2.6017948365303382e-08
15655	5.1953526924817324e-08
15697	1.831067661005826e-08
15709	1.790794852537031e-08
15715	3.5725426593601385e-08
15726	1.7037548270785152e-08
15727	1.3479851894534784e-08
15759	2.2992693441581556e-08
15763	4.503429037153281e-08
15793	2.8850337917122116e-08
15811	1.58285924406392e-08
15813	1.582797414119986e-08
15836	2.823502011060201e-08
15869	1.3479851894534784e-08
15895	3.5625948472052164e-08
15933	1.6318344369522797e-08
15951	1.628670899418221e-08
15952	1.0688402980042077e-07
15975	2.8201554277029388e-08
15990	2.788355182593445e-08
16061	3.128344834520882e-08
16063	1.3479851894534784e-08
16088	1.8063360918072155e-08
16103	3.0326299480339264e-08
16120	1.6868102618533805e-07
16143	1.637511897188321e-08
16150	2.8119798015322205e-08
16189	1.687545838342825e-08
16264	1.7186170278365202e-08
16326	1.3479851894534784e-08
16411	2.780374739259877e-08
16417	1.6906330319634624e-08
16430	3.436541256000644e-08
16446	1.3479851894534784e-08
16457	3.399534834145342e-08
16474	1.3479851894534784e-08
16481	1.3479851894534784e-08
16507	1.9148288606202184e-08
16508	2.2902693874988173e-08
16509	2.245025930205041e-08
16520	7.108028620881267e-08
16556	1.3479851894534784e-08
16577	2.3235075277168196e-08
16579	1.9568125930873933e-08
16631	1.3479851894534784e-08
16633	3.612527427227197e-08
16672	1.3479851894534784e-08
16679	1.695017149622364e-08
16700	4.1096899835945675e-08
16724	6.35920870157016e-08
16747	3.7907228767451326e-08
16758	4.760818245258076e-08
16768	1.7582382855389305e-08
16798	1.3479851894534784e-08
16816	1.822799091880765e-08
16833	1.618208819832846e-08
16850	1.3479851894534784e-08
16874	1.3479851894534784e-08
16878	1.668491711918567e-08
16926	3.1013800876533965e-08
16928	2.6077291151647954e-08
16997	2.2612149737450633e-08
17011	4.702336487025089e-08
17034	1.113694910642812e-07
17043	1.3479851894534784e-08
17045	1.6283236262122852e-08
17056	1.872868787067359e-08
17083	2.767452829663042e-08
17094	1.766342268365053e-08
17097	1.531925318082012e-08
17118	2.337175033487706e-08
17137	6.345769378268965e-08
17158	2.1676751297526407e-08
17229	1.599659460044163e-08
17293	2.5849313920386102e-08
17307	2.5219317844648686e-08
17325	2.23520640574355e-08
17334	1.8222197257829807e-08
17348	1.3479851894534784e-08
17361	2.2128596716223693e-08
17363	1.5670782628574563e-08
17365	1.55313242765419e-08
17377	1.3479851894534784e-08
17382	2.5744269014484884e-08
17383	1.6421524866345507e-08
17390	1.7057102403126913e-08
17418	2.360487883171952e-08
17435	4.9456885046470164e-08
17462	1.3479851894534784e-08
17474	2.064956655603364e-08
17498	2.7226498458506764e-08
17530	1.725870359769154e-08
17534	2.5645465872293162e-08
17535	4.400616838311331e-08
17538	1.707688956433865e-08
17548	3.253576215793595e-08
17562	1.6011959978638797e-08
17565	4.13350431627541e-08
17612	1.6936856539211505e-08
17616	1.8797548655622796e-08
17645	1.6613714332111422e-08
17661	1.6913382795361433e-08
17684	2.487760212516465e-08
17735	1.5023525146101153e-08
17738	1.0574832904409696e-07
17790	2.228150548709576e-08
17814	1.593897358379293e-08
17822	1.759739284657426e-08
17825	1.898528099984541e-08
17833	2.3642605710820843e-08
17863	1.3479851894534784e-08
17865	1.9603977312762254e-08
17882	2.2718323809871503e-08
17892	4.3530312106799956e-08
17906	1.3479851894534784e-08
17934	1.6620762271068454e-08
17945	2.576921893396832e-08
17975	1.713854679740152e-08
17980	1.9693262840740453e-08
18020	1.8556305560111954e-08
18057	2.1546669147680695e-08
18071	1.5245735121264762e-08
18159	1.8597518750788316e-08
18191	1.3479851894534784e-08
18299	4.953703958172414e-08
18303	1.3479851894534784e-08
18310	1.3479851894534784e-08
18315	1.3479851894534784e-08
18316	1.3479851894534784e-08
18329	2.1527316890157793e-08
18356	3.0291115242604705e-08
18359	2.4045337603521344e-08
18375	1.9953082598928146e-08
18387	1.6861468104136697e-08
18437	1.5901533605202697e-08
18448	2.697057668534071e-07
18477	1.6782561485666237e-08
18504	1.3479851894534784e-08
