actor_id,_c1
75331162,67604
90185126,67574
50875788,67470
35074239,67425
45124381,67340
64120200,67117
49659212,67019
64059023,66989
36785188,66555
28294719,66299
77021077,66073
22765250,65706
85478066,65555
85457281,65494
15089941,65398
5138957,65397
8655789,65326
90455,65087
27334172,64968
96628723,64915
22711553,64821
51386346,64744
11654461,64597
3389926,64545
96629288,64326
41213312,64272
924196,63902
780562,63660
26447601,63508
57287968,62953
57214338,62650
91586996,62562
74838964,62475
83755076,62368
11586312,61992
81279470,61984
66853113,61823
45397632,61552
43823242,61500
88658636,61392
75270573,60780
80700348,60713
58859969,60582
1607653,60076
74659618,59986
12143653,59957
10861600,59891
60806622,59297
79845547,59201
84582697,58541
57991240,58342
48720463,58291
42721094,58129
195327,57989
70074642,57933
25311884,57606
65352637,57462
96647692,57404
63436755,57331
43144390,57232
49041538,57140
3372342,56980
52064115,56931
85194081,56708
40150157,56558
24964592,56121
74861441,55726
68928508,55614
32113157,55607
61737727,55457
67627196,55444
83448236,55327
55035720,55163
94155176,55127
4926661,55092
78531147,54626
88568393,54547
80866295,54438
9599,54185
40893967,54042
56928707,53995
23714726,53989
78342005,53941
15467072,53940
63315252,53846
4945153,53772
79053793,53671
47257959,53643
33356634,53454
7762949,53417
10919270,53344
64808114,53303
6027733,53259
11543329,53143
15250499,52646
8465699,52600
70720687,52592
64280,52287
93977217,52194
95618128,51885
7664655,51773
49419645,51772
26539665,51755
68886720,51722
53967875,51595
53897763,51442
73478111,51333
25993713,51318
85914053,51303
29978587,51287
34748927,51209
78530205,51005
63355234,50937
20686395,50885
55107282,50644
64793534,50639
8862693,50417
1884287,50371
5095603,50361
60357431,50228
1341245,50177
29792991,50038
90539990,49997
86143265,49759
36310445,49737
85436251,49569
87370337,49488
14352721,49339
7829907,49321
90767269,49238
63012359,49203
7258858,49105
10052441,49008
7042,48927
50640090,48892
92217831,48858
59016359,48748
28760461,48670
76601914,48665
72751432,48621
87371090,48568
17919858,48555
38495008,48492
814471,48472
70449885,48392
65356582,48359
79924771,48331
66961337,48258
28925758,48257
26047608,48119
65037553,47946
50668443,47920
1616850,47897
1139984,47891
83200018,47782
47494140,47670
10269519,47583
70029829,47244
45622341,47116
15893131,47021
61964210,47008
779321,46948
64525283,46869
37807150,46860
22955941,46752
90212044,46727
1314104,46595
18484128,46462
878058,46307
74240303,46256
5102591,46090
73522316,45940
67765147,45822
43237426,45666
78590649,45627
1342807,45542
23014506,45506
61859436,45327
59793855,45085
333655,45002
56928326,44980
1317792,44908
3258799,44857
86298622,44839
80954263,44794
54192942,44793
78513119,44681
38494943,44589
63029101,44470
38841491,44444
62434620,44409
23042052,44323
8271327,44210
450800,44153
17621174,43939
70115510,43901
14542386,43889
8108735,43884
37888890,43836
12312,43794
96247668,43709
89621572,43628
14170817,43570
8723280,43479
3355051,43469
20404730,43462
50953976,43459
69854756,43416
82276751,43408
68348203,43381
69163185,43373
57269154,43250
69851316,43230
68583752,43204
69187203,43190
43548581,43176
69162448,43159
69855175,43155
69188439,43107
68583221,43095
69851614,43086
69866111,43028
69853374,43028
46970373,43025
83123032,43005
78590300,43005
69857428,43004
68333272,42998
69164389,42991
94850931,42973
69856965,42966
69188163,42943
68577826,42924
68347161,42919
69866776,42907
69865698,42753
68584155,42723
79186407,42624
51280572,42479
7414255,42460
45367598,42422
13621271,42333
84262413,42325
78468061,42206
57020912,42141
61312044,42110
91048398,42103
62955062,42078
80466187,41900
34854165,41867
79776344,41847
67917390,41774
26448561,41747
69205468,41608
54940324,41460
43543919,41420
26602940,41367
77444784,41343
13925233,41328
90149397,41304
47222911,41133
49941014,41103
79800572,41097
1913638,41086
89386360,41044
41167595,40962
31466760,40913
11707729,40817
21341178,40806
93980767,40488
144884,40435
5726497,40416
52518050,40198
17905150,40144
465279,40112
8356503,40082
57693050,40044
80953740,39967
80117634,39944
20180777,39789
34456920,39772
7061425,39725
88948380,39694
49459593,39692
86194309,39640
3014737,39533
40665208,39400
21304408,39217
69315643,39192
81495637,39160
57032496,39067
70940035,39040
21091736,39031
2467434,38856
63174179,38754
93970120,38749
31006499,38707
26004054,38675
79365184,38600
61011588,38572
76060577,38493
87233236,38470
61076533,38455
72227030,38368
61793729,38334
16387273,38311
84392119,38189
62766270,38131
93969926,38100
76760555,38044
30158981,37953
71697446,37829
2168535,37758
5738285,37671
61813337,37615
94102481,37554
87369832,37420
25258966,37362
90205054,37309
282080,37296
33099090,37291
52647469,37251
20182680,37206
58398485,37179
10975639,37148
73139402,37106
38994110,37095
31839681,36741
77891721,36659
41968677,36633
6482990,36464
67691962,36242
52198440,36240
80011420,36177
58101399,36139
12369792,35988
46958050,35983
60353024,35980
43209825,35961
1183138,35855
59535107,35774
12658759,35682
78596907,35639
30158190,35624
38670122,35603
50048816,35454
90540241,35437
1240066,35404
18508068,35329
49122443,35264
7221389,35263
85011532,35138
53657093,35103
63126973,35064
2496211,35047
75001577,35044
41989590,34982
31557639,34933
42671350,34866
39223861,34862
2346051,34685
62050782,34607
45231041,34598
76994,34501
38549592,34480
273266,34431
53606356,34270
60829636,34269
30082422,34211
72592300,34193
51371097,34193
2009948,34184
61721680,34173
778765,34104
13929105,34100
7190633,34100
57270548,34058
25408780,34049
77829284,34016
1715217,34002
20937011,33990
2951285,33891
64544372,33725
80362911,33603
5000654,33549
76791992,33474
15196250,33412
48305025,33198
15990849,33196
58046863,33162
92086350,32985
9733856,32883
44651202,32844
1981996,32820
16578240,32772
58259069,32744
7109520,32635
32473925,32628
4713628,32609
21219146,32603
31173107,32583
3379460,32560
49204370,32555
66745642,32538
33126,32484
82094053,32413
91892643,32410
24298298,32399
39840181,32372
218262,32201
49315429,32180
66654881,32176
70621325,32159
1384394,32101
65973180,32002
89385073,31892
30796024,31882
5709,31861
2907374,31802
78591087,31795
76597500,31790
78408126,31780
96756216,31763
4449673,31743
63554180,31675
78407548,31631
38500045,31619
25023929,31607
25904340,31597
62500064,31576
96756392,31414
82038659,31383
36470929,31335
26687994,31310
96756473,31255
79648002,31214
54556828,31184
58536023,31088
75375782,31068
85432009,31048
31617,30967
21115742,30961
37930589,30918
12906469,30814
1634252,30811
77078333,30687
44978126,30676
11568526,30647
94141577,30600
62236447,30561
156685,30502
84301659,30397
51093990,30209
2378389,30165
62694369,30145
15105468,30108
88749643,30090
64822215,30050
36574651,30027
9976420,30026
23319413,30024
22145591,29976
10351787,29966
16374903,29933
78184933,29922
84301530,29916
47433925,29866
55216120,29720
663432,29694
1424473,29660
9213670,29622
82411728,29604
10810421,29587
33847963,29431
79190454,29349
36306319,29326
65952,29281
87761023,29252
1036561,29230
10512514,29091
25398100,29086
87268722,29068
1384134,29063
60070799,28930
22779625,28919
90615936,28864
46893889,28849
84301308,28808
96767297,28805
5253690,28666
59560949,28599
74199124,28593
69925960,28578
54105614,28568
10550807,28536
1553,28534
20559710,28519
73525798,28496
15775548,28467
34585460,28452
90633121,28444
56469371,28399
2060446,28356
71458765,28304
83497612,28253
46904574,28242
15146411,28209
7267422,28099
84419781,28068
83128139,28064
1881055,28049
163000,28013
69685582,27993
60247694,27940
36466523,27937
10738957,27885
8811264,27875
67610131,27851
87144101,27848
79191022,27751
65413777,27748
147741,27683
1095986,27617
108104,27613
21092374,27594
32927865,27533
67081125,27471
19728,27466
95905863,27448
28918474,27416
63274956,27396
17505625,27352
15869043,27340
87691619,27294
69521790,27274
68298561,27182
3428506,27142
33266368,27125
8566911,27014
34143537,26926
2182,26918
71309490,26884
78341581,26859
55126276,26847
85592492,26827
83841424,26791
84301799,26765
40151425,26764
87694053,26726
1867845,26619
76794424,26574
1810591,26558
7167300,26497
79241292,26473
25237379,26473
79695436,26464
1676445,26447
48968874,26432
57515506,26410
87692853,26410
81989914,26377
69783837,26371
442741,26363
79435792,26332
20773506,26248
15682954,26202
87740060,26149
47040946,26120
48335577,26090
652824,26057
6848425,26046
50960159,25987
62254294,25955
89435453,25943
1829671,25942
1580956,25932
77089745,25920
43134606,25882
27426792,25806
84543114,25805
39830572,25786
16950305,25736
12358972,25694
2841734,25675
4640101,25618
46865523,25583
4701338,25567
3664,25566
26586327,25563
33322735,25523
10580038,25483
30379873,25469
47786167,25412
82778544,25365
71465871,25304
22055467,25299
70728692,25238
79504869,25179
135246,25155
140370,25140
53628856,25123
170553,25121
13100598,25084
4031291,25076
8361299,25064
9958703,24996
1928984,24924
668524,24885
2419428,24855
69377958,24851
20009373,24850
77557524,24841
2068046,24822
77500599,24814
6136740,24806
21954590,24792
5726,24788
126880,24768
65082232,24736
77592119,24697
93522079,24662
78069002,24645
96804436,24643
77990703,24625
63705532,24544
56696825,24534
448004,24497
63116921,24481
52682268,24454
75933734,24429
69605333,24413
70935454,24385
4745345,24373
49694296,24367
77671775,24342
6127163,24330
77698428,24281
35366671,24278
62304370,24272
86705208,24245
10763333,24210
94174872,24206
37933096,24203
79899748,24185
5619885,24174
30123132,24158
66930949,24139
30606887,24123
241593,24054
7615392,24053
93536563,23986
63198135,23962
47697490,23940
86816512,23931
80315510,23864
61192422,23860
68202965,23833
79899115,23779
72087504,23762
80173366,23753
78608582,23748
31819732,23746
80276833,23694
39992,23687
79036578,23660
17795845,23630
1748530,23606
57538841,23604
70297469,23567
624195,23558
7636440,23555
71734192,23520
389787,23448
87412134,23400
83049027,23388
84883135,23360
65395387,23319
39912269,23307
28438021,23305
1505226,23296
62418316,23288
54081388,23224
113001,23221
20950922,23161
92163023,23143
122666,23121
4997960,23108
89147649,23095
141369,23073
90865333,23051
61872893,23012
50598611,23011
69343704,22986
57916602,22956
4511254,22954
57305361,22950
33589210,22944
9666939,22934
15213161,22931
6692083,22920
639900,22870
42453336,22863
71120605,22813
78496016,22812
37626415,22802
43231472,22801
74665634,22752
56171954,22739
2853390,22705
49554844,22684
2306629,22665
13513658,22663
77103962,22618
21261222,22598
92167642,22554
6334546,22515
46564150,22500
44905990,22494
80565754,22489
66330676,22392
152159,22348
1373940,22333
2617862,22308
77741727,22297
42478199,22255
62742305,22244
1255386,22143
48132025,22130
61403011,22112
56657070,22092
73212952,22061
4679640,22052
18333116,22037
11063859,22034
73754487,21994
84296943,21983
2119212,21978
91896086,21961
69917870,21954
69855631,21945
11402197,21934
30164659,21777
8714884,21704
50717265,21630
72804303,21604
61965291,21601
20296731,21420
67494861,21420
80217408,21418
49086258,21395
80350352,21390
345478,21383
45077817,21360
51963704,21295
69777362,21284
24606714,21264
61865014,21246
71134725,21225
280212,21201
33837158,21161
823946,21150
49463229,21120
91641261,21108
43951,21100
31115098,21073
21194782,21033
53799783,21024
74878312,21013
80491423,20954
505046,20913
32350627,20890
80447660,20886
67016158,20856
67071152,20832
41385210,20817
80448285,20806
1298239,20784
6900584,20767
9460517,20764
67270651,20760
70655043,20758
4301774,20755
211377,20754
10029825,20736
7305117,20690
33817372,20681
83854931,20673
358882,20631
22276663,20630
77184030,20621
82716105,20596
65761570,20578
45039513,20572
5781356,20546
20568,20532
61961028,20516
70255582,20512
191335,20462
84042071,20455
16343020,20455
27288824,20441
64194467,20437
13233178,20435
20280877,20430
33955669,20345
65137116,20337
80883524,20331
80938533,20325
19367707,20303
42161560,20279
55891611,20278
40293980,20273
49232422,20265
8654423,20259
58136431,20253
46165813,20247
80514231,20217
38661258,20214
6358735,20195
57425478,20176
55306273,20161
8188402,20154
4929877,20119
46970457,20117
63889819,20073
13299627,20063
42325012,20035
4085151,20033
22711712,19994
527981,19966
2982335,19953
170270,19932
72735789,19915
66541802,19898
78266416,19886
40255351,19884
50523262,19874
32565521,19830
1991673,19762
75904181,19727
33362332,19684
2594236,19676
5888506,19672
1144588,19641
33333118,19634
47565258,19613
43080478,19606
4668212,19600
60696360,19563
1834516,19559
7406822,19447
303487,19381
32679304,19363
16781,19324
73116608,19320
73652344,19304
4212985,19286
6508,19282
67918504,19271
18412954,19243
70196504,19220
25011913,19154
46938494,19150
278432,19147
17484350,19133
81191793,19107
11260020,19106
82154284,19098
11639412,19098
17420502,19091
75335202,19068
83780880,19066
56924612,19012
42024327,18992
80515256,18958
26440463,18941
16182780,18935
75112615,18934
116184,18917
53707102,18905
83254167,18903
4567934,18871
3181692,18850
30488982,18838
61791929,18822
81545365,18809
79062524,18805
81788713,18787
88388375,18745
6691194,18736
93231,18722
11995863,18650
76930822,18642
45469,18640
46788453,18628
8610246,18619
84050503,18618
14978021,18618
71137885,18609
8911,18593
11837500,18521
75481794,18521
759062,18520
91464452,18484
227823,18468
77289937,18430
1373887,18429
59772837,18404
3372410,18389
62555040,18375
1015200,18362
27495990,18360
54052176,18341
14117802,18339
58956340,18325
22492406,18323
15893869,18304
68631244,18290
6391776,18273
1580060,18271
65029690,18250
39703,18244
35716854,18187
59765200,18182
35538812,18178
72582311,18173
89673777,18169
75594527,18168
55351439,18166
917628,18161
74636365,18157
34623979,18145
10347264,18118
18581488,18114
29928927,18110
63485082,18095
10252708,18081
75536704,18081
60674295,18077
60215526,18075
3131232,18068
81180118,18018
26408414,17982
6032561,17959
73395306,17929
41534398,17928
70536115,17904
28030527,17863
4282702,17848
142120,17824
58116265,17820
75708327,17812
81942146,17810
75769089,17787
7917093,17778
49226515,17774
81603459,17738
33018532,17731
32685601,17722
77537718,17715
11247099,17712
78507201,17711
78190588,17703
62594310,17634
78191434,17629
81622233,17606
82009203,17605
49910426,17597
38722302,17591
9026500,17589
286476,17573
128885,17569
73616081,17568
6493893,17567
53600985,17516
26070492,17491
66980913,17469
9141017,17462
25752892,17452
37595057,17451
72281633,17441
3974108,17438
349621,17420
77691247,17407
295709,17397
61610729,17382
30273922,17355
38407549,17321
12292047,17297
53487593,17291
78191614,17283
54393557,17282
43144255,17282
906327,17267
180032,17256
86251864,17249
49085331,17233
16944030,17216
1814174,17197
81545723,17194
3165635,17174
11146458,17171
81206466,17153
67114033,17147
72161909,17140
463230,17137
76431337,17126
2808337,17124
10775043,17099
6748256,17089
68645946,17080
94814,17064
82346896,17062
7287697,17057
63937096,17054
11386439,17054
32347756,17036
71022656,17016
80938216,17002
54004431,16996
3277000,16987
833664,16975
29142494,16974
75740199,16968
1741700,16947
75649378,16943
83266343,16939
30849720,16912
30351955,16910
59509697,16909
75767258,16902
81819970,16891
18280708,16873
7128721,16860
26981364,16843
56181831,16823
81726052,16822
53615266,16805
56033691,16784
29433710,16772
94791051,16760
90162276,16723
8739360,16712
2046846,16712
37864982,16712
81341944,16703
24260673,16677
80560498,16633
304904,16613
54038438,16604
82071951,16592
61254497,16592
63493438,16586
81665218,16581
79974592,16581
303226,16564
83259727,16563
55011449,16548
78198211,16525
41993974,16524
55967690,16514
54982819,16484
2853489,16482
1686843,16473
57860916,16463
8360597,16446
50076933,16440
10804999,16435
27942770,16431
83296472,16404
81603065,16378
83307289,16375
78413261,16358
45881692,16356
33632274,16341
71511808,16330
15093472,16324
92763045,16309
57415348,16308
46540900,16308
30140,16306
39763414,16298
41898208,16293
62422113,16291
40209448,16279
12682868,16260
40443623,16242
25084047,16225
41605,16221
33041980,16221
79305405,16218
81726389,16214
47586280,16206
5478787,16204
78034891,16200
79241308,16192
44684119,16192
32783916,16182
1444314,16181
6634592,16177
31047340,16158
67399402,16150
40203497,16139
64026161,16138
3314607,16129
14910832,16128
32447825,16127
1237404,16123
347204,16110
12112,16099
72950188,16094
39335575,16083
92172411,16076
14105436,16004
75639186,15967
4491364,15946
38922983,15941
75752544,15939
81941870,15915
79193648,15900
73708394,15883
76672269,15877
69033558,15877
78198921,15871
42906,15860
70752650,15856
75596748,15852
29491781,15850
60663194,15847
177998,15839
54654040,15834
6035284,15827
78191276,15822
765740,15820
5978,15812
76435494,15797
3800123,15785
3406519,15784
25062005,15760
93501632,15751
90355841,15745
58056708,15743
90282966,15735
90361494,15731
1324225,15725
90316328,15713
20096058,15696
90114135,15693
595491,15692
44921155,15680
13484795,15670
1708494,15667
90120405,15661
15977445,15643
80479175,15624
70250691,15624
36679406,15619
90067207,15608
5420502,15603
23727670,15601
24274798,15590
2528959,15588
5420529,15584
15115435,15582
71809156,15573
17641229,15572
82864904,15566
25616035,15544
34666376,15544
395821,15540
200109,15532
6829628,15532
40573835,15486
87634303,15468
66446536,15453
17184,15433
2000835,15423
15879987,15409
19492671,15401
59931437,15399
78562675,15380
80468013,15371
39982313,15368
92576088,15368
69222600,15365
3380016,15337
1294454,15336
87841188,15329
59662172,15325
8757169,15324
158417,15310
2031472,15294
81865237,15290
33298198,15286
78017474,15285
83997633,15281
2212006,15271
60898417,15252
94695825,15250
69541216,15241
4168333,15228
78738,15227
165045,15204
2892853,15202
36778876,15200
82009918,15189
62695641,15179
1157344,15177
490673,15173
60834290,15158
22600971,15142
19776877,15130
78197927,15126
54496419,15125
60618021,15125
78191166,15124
17787492,15114
75541822,15108
17548199,15102
79703359,15095
96200,15090
814322,15089
77836347,15086
56610014,15084
9582,15063
71776129,15061
2253692,15057
44324807,15018
78199207,15007
75235,14994
83766012,14991
10458143,14980
81401182,14975
49127376,14959
95277622,14957
51384143,14956
92195786,14943
40621599,14941
54689686,14937
459648,14934
24799081,14931
428304,14921
78075459,14889
28478594,14881
143473,14866
92235874,14849
29738535,14843
254647,14831
498917,14807
79268197,14804
33251702,14794
80424788,14790
78198818,14788
194984,14786
38907407,14781
1008504,14766
8865080,14726
5184014,14725
69286570,14709
66651997,14703
81275339,14695
2052006,14690
5386474,14680
72090333,14661
1402241,14659
88141968,14659
1228097,14653
953992,14608
37364757,14601
76971465,14600
89770628,14595
5296416,14589
50018038,14580
549126,14545
86705883,14534
4205878,14529
857609,14518
80787509,14501
703248,14498
52340325,14498
61355422,14498
56900777,14473
62288713,14472
13963447,14449
26760571,14439
726704,14432
31169994,14431
58498705,14429
58215206,14424
57483,14421
9043211,14411
318262,14394
4603539,14387
36891836,14376
46029804,14374
20707603,14374
17950965,14368
65172877,14365
36583926,14360
69148882,14358
81971665,14357
8336203,14354
40268737,14354
19072,14337
6719667,14315
66259788,14314
194609,14295
22749208,14293
49924207,14291
18049454,14285
75027050,14276
50578967,14275
59378654,14270
7821,14267
67305123,14246
4616906,14237
5671961,14205
19560074,14203
84308563,14193
5497598,14191
18024210,14179
6594492,14177
30052553,14172
19416435,14171
1246444,14170
8136211,14166
82286053,14155
72593102,14154
49038,14136
35995629,14135
63355921,14123
622699,14117
88738360,14108
73500729,14104
1804568,14100
32856376,14080
23072004,14070
1535615,14062
3424360,14057
425260,14053
53064849,14040
2129743,14022
841956,14017
2349470,14014
515813,14004
68627994,14004
84611952,14002
69484901,14002
59293082,13999
58230229,13999
67933282,13976
64362443,13969
34201958,13968
85202520,13961
11600822,13953
8786002,13951
33003047,13939
70248918,13922
4564579,13922
76625686,13910
2523575,13908
1829991,13892
46595171,13879
695473,13873
213795,13873
77328046,13866
66632201,13863
81438368,13841
58900598,13833
88393634,13828
4019718,13783
10598343,13783
5910665,13780
5249848,13779
79554993,13778
53282,13777
40370030,13775
8571829,13765
7121082,13754
63093569,13752
16019444,13751
782704,13721
25046,13715
23242101,13713
974077,13701
57742300,13701
1149853,13691
78445607,13687
72313029,13676
71618647,13649
35039147,13638
12184325,13636
1932513,13633
90693279,13633
1951866,13627
1321253,13612
19328147,13607
80375177,13602
78145724,13599
76546,13592
78621426,13583
79305203,13580
46053893,13574
60386806,13569
76457846,13567
70230793,13566
12148533,13561
62638810,13547
18505570,13543
42042535,13543
86706131,13543
50704200,13539
85561594,13527
79603710,13517
55030296,13514
88064055,13494
17796235,13488
73185,13485
1659004,13480
29718948,13477
26066646,13469
79305292,13454
797,13449
7378925,13449
31488909,13446
8762862,13446
5553605,13435
107301,13432
73865728,13428
85539482,13422
13893767,13419
73543858,13419
29487609,13416
2746074,13403
27640403,13402
1279749,13394
2537240,13390
32328362,13387
11527185,13377
4593664,13376
356921,13371
74805575,13369
41974937,13358
13323303,13357
181628,13350
15271881,13346
8177701,13345
473530,13345
73635814,13329
1857049,13328
16418197,13319
36416236,13310
77031670,13297
3050060,13291
660724,13284
578543,13277
1020430,13269
33807344,13257
44162149,13243
2855662,13230
39613,13219
87778949,13216
61629094,13215
80365843,13206
68322208,13198
68924757,13197
690800,13187
30377676,13186
84428224,13186
1491826,13186
47313,13178
419091,13167
8430564,13161
213943,13160
42557783,13158
65954590,13155
11976694,13154
93121473,13146
243674,13138
31677740,13135
38921232,13132
626227,13123
48683297,13110
3854739,13100
20975213,13096
74630314,13083
62434243,13082
56330218,13074
76178356,13044
3709715,13038
726970,13025
1571086,13024
23704769,13017
59873747,13014
81559300,13012
73449982,13001
87409865,13000
594614,12977
1715235,12958
1571416,12951
53270907,12950
26833433,12946
71444914,12926
63333554,12921
29234457,12918
15158490,12915
18536328,12909
30257160,12905
9052536,12904
7566209,12899
36937771,12889
54726158,12854
33488229,12840
69100618,12829
65478281,12826
36172730,12793
6143579,12791
47872634,12786
620876,12786
18310164,12772
7905502,12762
6313872,12756
187676,12756
76708409,12754
78341006,12752
16867443,12728
82550109,12721
121025,12711
74393486,12700
74687110,12698
774164,12691
1963546,12682
74671972,12665
1374172,12665
29931815,12663
47294,12651
63173998,12637
67412016,12636
864788,12633
55277160,12629
18272282,12627
61291801,12623
49910215,12608
59272229,12604
24510492,12594
62927628,12583
70062882,12579
5020626,12577
79839164,12569
23304,12560
68804541,12554
18039288,12554
10529526,12553
68804822,12551
25038837,12547
88832063,12541
73952256,12537
83982000,12535
4154978,12522
54089292,12518
79417271,12516
32226909,12513
85086136,12504
1073784,12503
6200135,12501
32335723,12500
921555,12490
46691165,12485
70303304,12479
67998959,12477
7570704,12466
74333237,12463
7205525,12455
47718833,12450
51923893,12449
1142830,12425
4266087,12416
559192,12401
22494,12397
20056892,12391
31197662,12390
899645,12389
3121142,12388
12539,12383
8186664,12378
62712893,12363
85635883,12354
5751272,12330
36488354,12330
36441664,12327
1680273,12327
8057368,12323
25147704,12317
29244578,12316
56938752,12285
45442117,12281
78782655,12275
29703080,12275
69833949,12255
59488808,12246
8293321,12246
71294927,12243
83536916,12240
151335,12240
1234642,12238
