repo_id	rank
3291848	4.962545519881339e-06
3297519	2.737771479966812e-09
3301400	4.3299428563769764e-08
3305384	6.59666025916831e-05
3312224	3.3432190002165735e-05
3319723	2.816038272597246e-09
3328572	7.081493769240086e-05
3333998	5.991591184124989e-05
3342046	0.0001644790703489117
3351871	4.425076880313354e-06
3368190	3.6683092100933363e-07
3370128	5.8420461095835314e-08
3376848	6.239481721054881e-05
3378594	8.647304189077509e-06
3382195	3.894305048390253e-05
3383760	4.962623263626846e-05
3386088	6.332957111383422e-05
3390243	3.814778023740244e-05
3395179	4.178025285339597e-09
3407114	4.2027888628845336e-05
3409083	8.023132265288575e-08
3411063	5.214618966310108e-05
3417777	2.5165863941973255e-08
3422813	6.541260713493562e-05
3431193	8.813801893347486e-08
3432266	6.375527724583553e-07
3445429	4.646936870719607e-05
3455070	2.6930793622448098e-05
3471001	8.263333148606441e-08
3473767	1.1111251745667354e-07
3480666	7.100061175395262e-08
3507455	7.050987903453699e-05
3524851	2.571338606330323e-09
3533348	8.829498993711559e-09
3540813	2.5138914129752477e-09
3543548	2.6195336305607008e-08
3544424	4.855094104808743e-06
3548430	6.116521586755274e-08
3559019	5.057728788721114e-05
3577919	6.602929252987893e-05
3595658	8.056011225440197e-05
3606738	3.866259159517207e-08
3607308	5.4237337212854526e-05
3610486	2.7120439777806674e-09
3612022	3.115858705563561e-05
3618133	4.279943173245865e-05
3618825	2.326850669600395e-09
3623050	8.064327764439079e-05
3625062	1.95430344061137e-08
3627453	4.346801849461592e-05
3638964	5.924813851400225e-07
3657930	1.2419840128716166e-08
3659275	2.2292452108543908e-08
3662176	2.5927266748424273e-08
3662905	2.7569556387013695e-07
3678731	3.6475537248061955e-05
3686654	2.3503898978798888e-05
3692188	1.3336982646562768e-06
3716691	1.0986781915542805e-06
3721224	1.2958969770993245e-06
3723845	2.0208038155848858e-08
3728161	9.409378503871399e-07
3729629	8.075817612104379e-08
3743376	7.913798655185282e-05
3769696	4.1866152593340004e-05
3784908	4.934244485140756e-09
3786237	2.852864064703343e-05
3791835	1.5913328494735016e-05
3816238	6.915409182126524e-09
3834332	6.55550344066259e-05
3844046	3.283489579553561e-08
3845414	4.2569488914774265e-05
3849864	0.0001477423863907989
3867501	2.365120664099294e-09
3900071	7.939107865704732e-05
3900128	2.9286074715836588e-09
3910945	5.238140208712413e-05
3919038	5.668521206802254e-06
3921611	9.435185804022677e-06
3925242	1.718310648426286e-08
3928902	3.777019170008867e-05
3935748	3.545713997666412e-07
3945055	3.656736749350705e-05
3947396	9.641101189011684e-05
3961425	1.857836146951066e-08
3967129	9.016996240896019e-09
3996476	7.282403722036217e-08
4000279	2.7347356615218926e-07
4003232	2.3933182382995414e-09
4006131	4.7117867122819406e-05
4007018	3.0834526568144495e-07
4039142	1.1432124567174153e-05
4044891	3.719872802755589e-08
4046291	1.8790108208622503e-07
4063516	2.4106966138815123e-09
4073516	6.50707904450968e-05
4084908	1.5094960046508155e-08
4085998	3.3466498468241246e-09
4095287	1.5158806995244126e-06
4127088	7.300087329916313e-07
4146506	3.7652238038799404e-05
4147239	4.799325813865078e-05
4158448	4.099684582250046e-05
4164482	2.990962593731849e-07
4165675	2.8576652207548854e-09
4169531	1.1922615991368628e-05
4228314	3.162973216319885e-09
4239855	4.0497669121761385e-05
4259480	2.8266700887341642e-08
4277814	3.462143368132487e-05
4279682	7.214917378862453e-08
4287066	4.189510591392141e-05
4302671	0.00010549053167008293
4315538	2.681168507278544e-09
4326197	6.569643728591909e-05
4335519	5.8444737311313564e-05
4335832	4.563733196035611e-06
4337337	0.00014638070908054064
4340318	1.371314440878047e-06
4340323	6.138018022526838e-05
4344257	1.5946694497228695e-07
4351624	1.506849433496686e-07
4357484	9.747660961802616e-05
4360334	1.3349094413248003e-07
4368160	2.882059204680085e-09
4370755	5.4659697350811624e-05
4400676	8.786536201617362e-05
4414698	9.491058815915288e-05
4423776	1.3429901508911576e-08
4454793	6.264318253970222e-08
4455628	1.1270384507166103e-07
4460687	5.18062340549204e-05
4473517	5.460647587305562e-05
4475999	4.846824495604792e-06
4479494	1.494358168422723e-08
4503128	7.966483125553068e-05
4506938	0.0001463640282332265
4508653	5.686356772111379e-06
4520196	4.046808171274011e-05
4521794	3.5533198198400685e-05
4523235	3.518289312798223e-08
4540352	4.0936765766993906e-05
4542716	5.681231492882615e-06
4544982	5.810284129523255e-08
4557968	2.9330716206774533e-09
4576639	3.35427987235563e-09
4578898	2.903972389182979e-05
4586516	5.100010372989456e-05
4591214	5.616385439685271e-05
4597760	0.00014657511700675162
4607043	1.932627015965136e-08
4611433	4.011557220132464e-05
4614541	1.0105220739257285e-07
4642057	3.3996553373341066e-09
4649599	3.03868549583391e-09
4652212	6.443221612985048e-05
4658239	2.303420942677947e-09
4661744	6.0779544663557144e-05
4663237	2.727953304639491e-07
4667683	3.566947882021493e-05
4673269	1.5286771063887824e-06
4673374	7.99154394818325e-08
4679626	8.481534318362924e-05
4710920	1.4944508618531222e-07
4720737	4.9524570386152144e-05
4723248	3.954688062606623e-05
4726093	9.397653173527703e-05
4726428	7.815774900209486e-05
4729944	1.1308332483695917e-08
4743255	4.201471059795094e-05
4757357	4.77942685176128e-05
4766805	3.0293031334142762e-05
4783310	7.54675297127222e-05
4787136	2.965180877116406e-09
4787269	4.664267303540039e-09
4808428	3.395016778062347e-09
4810329	6.231999986356417e-08
4812041	6.593300863177912e-09
4813239	1.284853707965153e-07
4814601	1.7671833973814398e-08
4815490	1.1604330751600397e-08
4853645	2.714155420451832e-09
4869294	1.1936317142522467e-07
4883113	2.8359914922928848e-09
4890177	6.591035612138153e-05
4909355	6.909231375277358e-05
4912314	2.9249464323938464e-05
4927517	7.507421143438517e-05
4930716	1.2903827546943936e-08
4935742	1.41438671044373e-08
4939243	5.369484753562536e-05
4977367	3.218710178964221e-08
4979467	6.0870993586763664e-05
4987197	2.7432232441525454e-09
4989164	6.667354715820049e-05
4989235	3.7150195288308604e-05
4989765	1.1822964980025479e-07
4992873	1.585098771472579e-05
4992906	0.0001463889748084578
5023534	5.4420118442147214e-05
5050525	5.3462256204020546e-08
5057173	2.8192715755528565e-08
5103785	1.1923291695625317e-07
5108051	2.725729650939996e-07
5130966	5.25368454716156e-05
5132476	4.444991658540256e-05
5133949	4.8464086175951213e-08
5139175	7.201294149836157e-05
5143809	3.003774546012293e-09
5152285	1.5913271844792812e-08
5152557	1.3815028479926026e-08
5171600	1.5527330148661641e-06
5179099	3.286613296817238e-06
5187976	4.679500233437233e-05
5192255	7.1174455134892395e-06
5195122	1.1401251512774622e-05
5195142	2.4931676516273946e-07
5207280	4.2169803093166595e-09
5221187	5.437079452527768e-05
5241312	2.1238767259069667e-08
5244445	5.750683801549075e-08
5250779	0.0001465047288934013
5258723	2.5863789909722153e-09
5274894	6.76052681180902e-05
5298790	1.6891281729166849e-07
5312648	9.202354109638059e-06
5337437	4.744404411407294e-05
5347074	4.197402381092897e-05
5349565	5.338617110906942e-05
5367323	4.443155759453526e-05
5373551	4.1250537002165653e-07
5410234	4.0096082861855405e-08
5414232	5.2082418702928205e-05
5425992	3.3011674904236706e-09
5441179	9.388275851316306e-09
5481861	1.757168768545259e-05
5482172	7.69099571468683e-06
5492730	1.797840789056352e-06
5505752	2.3718276400229633e-09
5508088	7.175263123870826e-08
5512937	2.325142431484977e-09
5533742	7.15761479625991e-05
5537779	2.900464208083819e-09
5550552	5.079378191291834e-05
5550567	2.901867567114815e-05
5550623	2.14118683451071e-07
5562403	5.064294889234227e-05
5569059	2.3245250058795122e-09
5582516	3.6127746277953464e-05
5604798	4.594013765513991e-05
5615141	3.568163240189088e-05
5616877	8.400288305548701e-09
5625464	2.8669917283159223e-07
5638565	1.1899277182552753e-05
5660400	2.1433541585701883e-06
5663857	4.549797328888155e-05
5674787	7.614061167210603e-05
5679797	2.635615671161251e-06
5683653	6.186282865373524e-08
5705943	6.533874571260821e-09
5720995	2.5341831493516407e-08
5724990	3.96876347368184e-08
5729282	4.159315055530694e-05
5729687	3.570719935804589e-05
5736080	5.1602274106247335e-08
5746963	6.039670156555197e-07
5750224	0.0001466588321014595
5755674	2.31261718719651e-09
5756483	2.107716154105232e-06
5769740	1.844183298284655e-08
5771593	4.2573314911044006e-05
5772041	7.2095446917761804e-09
5780416	1.4408441299725822e-05
5793738	4.3112355972477864e-05
5793895	4.820257472995346e-09
5808515	7.131535673852688e-08
5811958	5.195552777981805e-05
5839692	3.482146185369885e-05
5844474	5.136526523047285e-06
5850234	3.423021515132325e-09
5870069	2.938461475244542e-09
5898459	5.3819889352596315e-05
5905681	3.5261698146171665e-05
5911225	2.426111330176263e-07
5928690	1.6767319850077787e-07
5958314	6.848128320866047e-05
5961751	3.955689231909433e-08
5973855	6.621740136321051e-06
5997212	5.497558213966717e-05
6001800	8.729783609831989e-05
6066709	4.119562635866163e-05
6082996	2.907007834344922e-09
6083519	4.275177711341778e-05
6093316	4.440819151529973e-06
6098697	2.464161256011242e-09
6106345	8.276667630706251e-06
6124250	3.763364321456758e-09
6136261	0.00014645467193701408
6140556	5.997250266908376e-05
6148317	0.0001529912153574839
6150069	3.9852274197767674e-08
6159096	9.205481551044239e-07
6175370	4.623533360621017e-05
6201092	5.404399169729317e-08
6207167	4.6235055240190637e-05
6220644	3.6454066407121034e-05
6228378	2.7987122612210477e-08
6228403	5.495112603133442e-08
6235174	7.3444722709153e-07
6257856	3.8907821474006235e-05
6271421	2.79229741492472e-09
6285875	3.5454492150864024e-05
6291529	6.781803016548694e-05
6293402	0.00014642760013495993
6296790	6.869041694228325e-08
6322699	9.908039236266848e-09
6358188	3.361870945357006e-05
6370872	7.295768440578481e-09
6370964	2.540770354988392e-09
6412527	4.506238245067289e-05
6427813	1.896258802001252e-08
6439786	2.370176455992549e-09
6443435	9.893894396345104e-09
6474045	2.9689740193076336e-06
6486826	3.637483645239923e-08
6502093	5.7800797532299284e-05
6512296	2.5835155454860585e-09
6512548	5.0933080142543286e-05
6520784	5.0106676541375354e-08
6553912	3.774801298158556e-05
6556815	5.576018748073565e-05
6567216	3.145361757819168e-05
6609810	9.154903130959545e-05
6610589	2.9799421079837506e-09
6621471	2.4310521699078005e-09
6627949	5.3241595307806354e-05
6648028	5.147523514146145e-09
6667084	7.35481172292116e-09
6670942	6.472454905724153e-06
6673802	4.503232522182891e-05
6687936	1.915595469568382e-07
6702604	6.393382573556277e-05
6720403	9.409464772355926e-05
6723399	5.338164466457699e-05
6737755	1.708034482550446e-05
6763587	6.640145778289062e-06
6774018	6.231252364256181e-08
6776281	0.0001463269541966679
6780767	8.797865030630303e-08
6786166	5.477567345581619e-08
6827657	7.852770405080473e-05
6830846	6.573204617010691e-05
6837206	2.50420435533529e-05
6838921	4.4288803530321884e-05
6841181	2.470618587688253e-09
6860771	3.590122948849571e-09
6887813	9.900906143798818e-08
6899875	7.365893276665682e-05
6922359	4.621981157339991e-05
6926049	4.7917136840293344e-05
6934395	8.385349308247163e-05
6935442	2.7498276550821458e-05
6944525	2.875920750017998e-09
6960392	1.061996982874868e-07
6990814	4.916283693590478e-07
7014478	2.653530277048419e-09
