actor_id	rank
15813	4.6343528096415515e-06
15836	2.1643407767028648e-07
15869	2.0958288490168032e-07
15895	2.4518203239065705e-05
15933	2.223690738581155e-07
15951	2.2456173235132754e-07
15952	1.8178344793858728e-05
15975	2.471328728855392e-07
15990	3.858290145906702e-05
16061	2.9384771928350234e-07
16063	2.0958288490168032e-07
16088	1.1011354714166123e-05
16103	5.312963652525131e-06
16120	2.0216168376177185e-06
16143	2.0990693724132285e-07
16150	3.2215368267360017e-06
16189	4.659978455326959e-06
16264	4.719029880772695e-06
16326	2.0958288490168032e-07
16411	1.915948055267636e-05
16417	1.917073533090836e-05
16430	1.0932672622251929e-05
16446	2.0958288490168032e-07
16457	1.6779413361505588e-05
16474	2.0958288490168032e-07
16481	2.0958288490168032e-07
16507	2.1202922662631718e-07
16508	2.3532965365323463e-07
16509	3.7330752805753615e-06
16520	9.79918433272122e-07
16556	2.0958288490168032e-07
16577	4.143770854030042e-06
16579	1.125139544943237e-05
16631	2.0958288490168032e-07
16633	3.493337334687759e-07
16672	2.0958288490168032e-07
16679	2.1558372119904843e-07
16700	3.120050018066407e-07
16724	9.55616753208517e-06
16747	2.0342238227587555e-05
16758	3.159859791728715e-05
16768	8.89660015368422e-06
16798	2.0958288490168032e-07
16816	2.346091764709136e-07
16833	2.1268887938165157e-07
16850	2.0958288490168032e-07
16874	2.0958288490168032e-07
16878	2.1010536579038912e-07
16926	5.368745139095613e-06
16928	7.64769813565795e-06
16997	3.045240755150102e-07
17011	3.020453954328669e-05
17034	0.00010013291886799348
17043	2.0958288490168032e-07
17045	2.1068261864579536e-07
17056	1.3336025465093439e-05
17083	1.0479309390272866e-05
17094	2.102282184808851e-07
17097	2.1109224049585986e-07
17118	2.206728502411378e-07
17137	4.934596005225488e-06
17158	3.042899788964821e-07
17229	7.599996477597918e-06
17293	7.946946301798607e-06
17307	2.411597076289003e-05
17325	1.0634113025586644e-05
17334	2.2231791667051835e-07
17348	2.0958288490168032e-07
17361	3.3955372327863256e-06
17363	4.837070933470847e-06
17365	2.1252214807300528e-07
17377	2.0958288490168032e-07
17382	1.1166238317932067e-05
17383	6.32497076992679e-06
17390	6.3254479497746165e-06
17418	2.110953051883522e-07
17435	1.7735833647508937e-05
17462	2.0958288490168032e-07
17474	3.7994698762440672e-06
17498	2.000905598068785e-06
17530	4.939047577532579e-06
17534	3.5499117620707546e-05
17535	4.775619456282838e-05
17538	3.0766958910752908e-06
17548	1.0162297784303294e-05
17562	2.118154466604468e-07
17565	3.016572279288885e-05
17612	2.1364659504203853e-07
17616	4.167770055012782e-06
17645	2.1047032806309215e-07
17661	5.51580199756027e-06
17684	2.4701526268332913e-07
17735	3.185553248279377e-07
17738	2.593071168037337e-05
17790	1.1954633629418146e-05
17814	4.233996175223024e-06
17822	2.123713209386884e-07
17825	3.7262360956754164e-07
17833	3.159378903505017e-06
17863	2.0958288490168032e-07
17865	1.1514785831474077e-06
17882	2.408898538175631e-06
17892	4.733234143368486e-05
17906	2.0958288490168032e-07
17934	6.697265847807342e-06
17945	5.349800962751669e-05
17975	6.469863410921254e-06
17980	1.2586302991300428e-05
18020	2.4368639530161354e-07
18057	1.105631321455679e-05
18071	2.0976208215791103e-07
18159	2.1816441203764525e-07
18191	2.0958288490168032e-07
18299	5.892599376124029e-05
18303	2.0958288490168032e-07
18310	2.0958288490168032e-07
18315	2.0958288490168032e-07
18316	2.0958288490168032e-07
18329	1.9708284567910944e-05
18356	8.201054335858222e-06
18359	2.440475067552772e-07
18375	4.439817654298253e-06
18387	2.1092533093350693e-07
18437	2.1061061338245764e-07
18448	1.6261690150329726e-06
18477	2.1170583344705947e-07
18504	2.0958288490168032e-07
18515	4.942314086584843e-05
18516	2.7396168304422536e-05
18528	6.7810578827728605e-06
18544	2.401931541592648e-07
18550	2.0958288490168032e-07
18552	2.108260082003651e-07
